location,quarter,year,avg_price
Matunga East,Jan-Mar,2027,32682.94
Matunga East,Apr-Jun,2027,32543.69
Matunga East,Jul-Sep,2027,33037.44
Matunga East,Oct-Dec,2027,34791.74
Matunga East,Jan-Mar,2028,36153.08
Matunga East,Apr-Jun,2028,35495.71
Matunga East,Jul-Sep,2028,34764.05
Matunga East,Oct-Dec,2028,35036.52
Matunga East,Jan-Mar,2029,34723.6
Matunga East,Apr-Jun,2029,34289.91
Matunga East,Jul-Sep,2029,35033.46
Matunga East,Oct-Dec,2029,35526.71
Matunga East,Jan-Mar,2030,36380.15
Matunga East,Apr-Jun,2030,35611.36
Matunga East,Jul-Sep,2030,37347.34
Matunga East,Oct-Dec,2030,37314.41
Matunga West,Jan-Mar,2024,37405.82
Matunga West,Apr-Jun,2024,37001.23
Matunga West,Jul-Sep,2024,37505.91
Matunga West,Oct-Dec,2024,37386.87
Matunga West,Jan-Mar,2025,37075.97
Matunga West,Apr-Jun,2025,35937.18733
Matunga West,Jul-Sep,2025,34979.9845
Matunga West,Oct-Dec,2025,34208.2915
Matunga West,Jan-Mar,2026,32664.26
Matunga West,Apr-Jun,2026,32282.76
Matunga West,Jul-Sep,2026,33005.32
Matunga West,Oct-Dec,2026,33197.54
Matunga West,Jan-Mar,2027,31491.92
Matunga West,Apr-Jun,2027,29903.36
Matunga West,Jul-Sep,2027,30420.2
Matunga West,Oct-Dec,2027,31596.26
Matunga West,Jan-Mar,2028,33950.61
Matunga West,Apr-Jun,2028,34050.76333
Matunga West,Jul-Sep,2028,34483.03467
Matunga West,Oct-Dec,2028,34850.92333
Matunga West,Jan-Mar,2029,36293.94
Matunga West,Apr-Jun,2029,36848.14
Matunga West,Jul-Sep,2029,37573.78
Matunga West,Oct-Dec,2029,37706.18
Matunga West,Jan-Mar,2030,37405.82
Matunga West,Apr-Jun,2030,37001.23
Matunga West,Jul-Sep,2030,37505.91
Matunga West,Oct-Dec,2030,37386.87
Mazgaon,Jan-Mar,2024,27775.48
Mazgaon,Apr-Jun,2024,27796.39
Mazgaon,Jul-Sep,2024,27580.4
Mazgaon,Oct-Dec,2024,28207.09
Mazgaon,Jan-Mar,2025,29799.86
Mazgaon,Apr-Jun,2025,30021.8
Mazgaon,Jul-Sep,2025,29107.29
Mazgaon,Oct-Dec,2025,29129.61
Mazgaon,Jan-Mar,2026,27568.45
Mazgaon,Apr-Jun,2026,27799.42
Mazgaon,Jul-Sep,2026,27851.59
Mazgaon,Oct-Dec,2026,28181.68
Mazgaon,Jan-Mar,2027,28864.71
Mazgaon,Apr-Jun,2027,29005.2
Mazgaon,Jul-Sep,2027,28547.28
Mazgaon,Oct-Dec,2027,28596.89
Mazgaon,Jan-Mar,2028,28335.81
Mazgaon,Apr-Jun,2028,29868.15
Mazgaon,Jul-Sep,2028,29515.66
Mazgaon,Oct-Dec,2028,29245.67
Mazgaon,Jan-Mar,2029,28146.37
Mazgaon,Apr-Jun,2029,28431.19
Mazgaon,Jul-Sep,2029,27619.81
Mazgaon,Oct-Dec,2029,28041.57
Mazgaon,Jan-Mar,2030,27775.48
Mazgaon,Apr-Jun,2030,27796.39
Mazgaon,Jul-Sep,2030,27580.4
Mazgaon,Oct-Dec,2030,28207.09
Military Road,Jan-Mar,2024,19817.145
Military Road,Apr-Jun,2024,19977.615
Military Road,Jul-Sep,2024,19991.969
Military Road,Oct-Dec,2024,19991.27
Military Road,Jan-Mar,2025,19854.37383
Military Road,Apr-Jun,2025,20001.10917
Military Road,Jul-Sep,2025,19314.22333
Military Road,Oct-Dec,2025,18387.5235
Military Road,Jan-Mar,2026,18101.85
Military Road,Apr-Jun,2026,18189.43
Military Road,Jul-Sep,2026,18313.11333
Military Road,Oct-Dec,2026,18360.86
Military Road,Jan-Mar,2027,18406.21
Military Road,Apr-Jun,2027,18499.65
Military Road,Jul-Sep,2027,18584.00333
Military Road,Oct-Dec,2027,18647.9
Military Road,Jan-Mar,2028,18958.2
Military Road,Apr-Jun,2028,19003.415
Military Road,Jul-Sep,2028,19067.8325
Military Road,Oct-Dec,2028,19064.02
Military Road,Jan-Mar,2029,19294.17
Military Road,Apr-Jun,2029,19353.51
Military Road,Jul-Sep,2029,19491.37
Military Road,Oct-Dec,2029,19552.71
Military Road,Jan-Mar,2030,19817.145
Military Road,Apr-Jun,2030,19977.615
Military Road,Jul-Sep,2030,19991.969
Military Road,Oct-Dec,2030,19991.27
Mindspace,Jan-Mar,2024,20017.155
Mindspace,Apr-Jun,2024,20201.575
Mindspace,Jul-Sep,2024,20456.45167
Mindspace,Oct-Dec,2024,20486.69667
Mindspace,Jan-Mar,2025,20187.765
Mindspace,Apr-Jun,2025,20411.445
Mindspace,Jul-Sep,2025,19603.73567
Mindspace,Oct-Dec,2025,19072.21467
Mindspace,Jan-Mar,2026,18264.72
Mindspace,Apr-Jun,2026,18468.07
Mindspace,Jul-Sep,2026,18963.17
Mindspace,Oct-Dec,2026,19023.2
Mindspace,Jan-Mar,2027,18618.84
Mindspace,Apr-Jun,2027,18870.25
Mindspace,Jul-Sep,2027,18723.86
Mindspace,Oct-Dec,2027,18621.54
Mindspace,Jan-Mar,2028,18960.71
Mindspace,Apr-Jun,2028,19022.63667
Mindspace,Jul-Sep,2028,19161.00667
Mindspace,Oct-Dec,2028,19230.25
Mindspace,Jan-Mar,2029,19380.635
Mindspace,Apr-Jun,2029,19412.845
Mindspace,Jul-Sep,2029,19509.125
Mindspace,Oct-Dec,2029,19600.8
Mindspace,Jan-Mar,2030,20017.155
Mindspace,Apr-Jun,2030,20201.575
Mindspace,Jul-Sep,2030,20456.45167
Mindspace,Oct-Dec,2030,20486.69667
Mira Bhayandar,Jan-Mar,2024,9262.21
Mira Bhayandar,Apr-Jun,2024,9280.3
Mira Bhayandar,Jul-Sep,2024,9314.89
Mira Bhayandar,Oct-Dec,2024,9476.43
Mira Bhayandar,Jan-Mar,2025,9671.37
Mira Bhayandar,Apr-Jun,2025,9639.21
Mira Bhayandar,Jul-Sep,2025,8322.5125
Mira Bhayandar,Oct-Dec,2025,8049.18
Mira Bhayandar,Jan-Mar,2026,8113.48
Mira Bhayandar,Apr-Jun,2026,8149.76
Mira Bhayandar,Jul-Sep,2026,8215.82
Mira Bhayandar,Oct-Dec,2026,8300.76
Mira Bhayandar,Jan-Mar,2027,8216.54
Mira Bhayandar,Apr-Jun,2027,8284.03
Mira Bhayandar,Jul-Sep,2027,8322.56
Mira Bhayandar,Oct-Dec,2027,8337.61
Mira Bhayandar,Jan-Mar,2028,8386.02
Mira Bhayandar,Apr-Jun,2028,8496.34
Mira Bhayandar,Jul-Sep,2028,8653.46
Mira Bhayandar,Oct-Dec,2028,8728.01
Mira Bhayandar,Jan-Mar,2029,8720.25
Mira Bhayandar,Apr-Jun,2029,8737.36
Mira Bhayandar,Jul-Sep,2029,8840.57
Mira Bhayandar,Oct-Dec,2029,9062.47
Mira Bhayandar,Jan-Mar,2030,9262.21
Mira Bhayandar,Apr-Jun,2030,9280.3
Mira Bhayandar,Jul-Sep,2030,9314.89
Mira Bhayandar,Oct-Dec,2030,9476.43
Mira Road Area,Jan-Mar,2024,9240.73
Mira Road Area,Apr-Jun,2024,9347.15
Mira Road Area,Jul-Sep,2024,9497.4425
Mira Road Area,Oct-Dec,2024,9604.74
Mira Road Area,Jan-Mar,2025,9766.7695
Mira Road Area,Apr-Jun,2025,9727.7185
Mira Road Area,Jul-Sep,2025,9076.865167
Mira Road Area,Oct-Dec,2025,8317.8055
Mira Road Area,Jan-Mar,2026,8121.22
Mira Road Area,Apr-Jun,2026,8206.91
Mira Road Area,Jul-Sep,2026,8285.59
Mira Road Area,Oct-Dec,2026,8375.56
Mira Road Area,Jan-Mar,2027,8265.66
Mira Road Area,Apr-Jun,2027,8409.89
Mira Road Area,Jul-Sep,2027,8457.84
Mira Road Area,Oct-Dec,2027,8440.81
Mira Road Area,Jan-Mar,2028,8445.27
Mira Road Area,Apr-Jun,2028,8535.76
Mira Road Area,Jul-Sep,2028,8725.78
Mira Road Area,Oct-Dec,2028,8779.26
Mira Road Area,Jan-Mar,2029,8764.73
Mira Road Area,Apr-Jun,2029,8816.27
Mira Road Area,Jul-Sep,2029,8944.97
Mira Road Area,Oct-Dec,2029,9097.01
Mira Road Area,Jan-Mar,2030,9240.73
Mira Road Area,Apr-Jun,2030,9347.15
Mira Road Area,Jul-Sep,2030,9497.4425
Mira Road Area,Oct-Dec,2030,9604.74
Mulund,Jan-Mar,2024,19057.28
Mulund,Apr-Jun,2024,18791.825
Mulund,Jul-Sep,2024,19005.954
Mulund,Oct-Dec,2024,19125.71
Mulund,Jan-Mar,2025,19361.77
Mulund,Apr-Jun,2025,19143.6185
Mulund,Jul-Sep,2025,18320.8215
Mulund,Oct-Dec,2025,17367.228
Mulund,Jan-Mar,2026,16722.9
Mulund,Apr-Jun,2026,16727.98
Mulund,Jul-Sep,2026,16697.95
Mulund,Oct-Dec,2026,16738.82
Mulund,Jan-Mar,2027,16968.17
Mulund,Apr-Jun,2027,17031.98
Mulund,Jul-Sep,2027,16902.41
Mulund,Oct-Dec,2027,16874.42
Mulund,Jan-Mar,2028,17452.48
Mulund,Apr-Jun,2028,17427.45
Mulund,Jul-Sep,2028,17831.684
Mulund,Oct-Dec,2028,17791.86
Mulund,Jan-Mar,2029,18036.9
Mulund,Apr-Jun,2029,18167.45
Mulund,Jul-Sep,2029,18427.514
Mulund,Oct-Dec,2029,18539.01
Mulund,Jan-Mar,2030,19057.28
Mulund,Apr-Jun,2030,18791.825
Mulund,Jul-Sep,2030,19005.954
Mulund,Oct-Dec,2030,19125.71
Mulund East,Jan-Mar,2024,19020.15
Mulund East,Apr-Jun,2024,18289.49
Mulund East,Jul-Sep,2024,18242.35667
Mulund East,Oct-Dec,2024,18702.94
Mulund East,Jan-Mar,2025,19475.4
Mulund East,Apr-Jun,2025,19225.54
Mulund East,Jul-Sep,2025,17494.10683
Mulund East,Oct-Dec,2025,17239.681
Mulund East,Jan-Mar,2026,16875.5
Mulund East,Apr-Jun,2026,16903.75
Mulund East,Jul-Sep,2026,16885.62
Mulund East,Oct-Dec,2026,16939.91
Mulund East,Jan-Mar,2027,17090.15
Mulund East,Apr-Jun,2027,17223.37
Mulund East,Jul-Sep,2027,17048.55
Mulund East,Oct-Dec,2027,17017.43
Mulund East,Jan-Mar,2028,17344.34
Mulund East,Apr-Jun,2028,17389.27
Mulund East,Jul-Sep,2028,17799.54
Mulund East,Oct-Dec,2028,17954.87
Mulund East,Jan-Mar,2029,18176.71
Mulund East,Apr-Jun,2029,18187.53
Mulund East,Jul-Sep,2029,18366.61
Mulund East,Oct-Dec,2029,18552.22
Mulund East,Jan-Mar,2030,19020.15
Mulund East,Apr-Jun,2030,18289.49
Mulund East,Jul-Sep,2030,18242.35667
Mulund East,Oct-Dec,2030,18702.94
Mumbai Central,Jan-Mar,2024,29169.98
Mumbai Central,Apr-Jun,2024,29246.04
Mumbai Central,Jul-Sep,2024,28920.302
Mumbai Central,Oct-Dec,2024,28978.472
Mumbai Central,Jan-Mar,2025,29736.216
Mumbai Central,Apr-Jun,2025,29789.686
Mumbai Central,Jul-Sep,2025,29888.08514
Mumbai Central,Oct-Dec,2025,30284.07914
Mumbai Central,Jan-Mar,2026,29115.17
Mumbai Central,Apr-Jun,2026,29114.79
Mumbai Central,Jul-Sep,2026,29542.17
Mumbai Central,Oct-Dec,2026,29149.79
Mumbai Central,Jan-Mar,2027,28424.31
Mumbai Central,Apr-Jun,2027,28777.09
Mumbai Central,Jul-Sep,2027,28402.59
Mumbai Central,Oct-Dec,2027,28422.85
Mumbai Central,Jan-Mar,2028,27792.87
Mumbai Central,Apr-Jun,2028,28015.48
Mumbai Central,Jul-Sep,2028,28132.69
Mumbai Central,Oct-Dec,2028,28206.8
Mumbai Central,Jan-Mar,2029,29229.19
Mumbai Central,Apr-Jun,2029,29475.84
Mumbai Central,Jul-Sep,2029,29306.55
Mumbai Central,Oct-Dec,2029,29048.96
Mumbai Central,Jan-Mar,2030,29169.98
Mumbai Central,Apr-Jun,2030,29246.04
Mumbai Central,Jul-Sep,2030,28920.302
Mumbai Central,Oct-Dec,2030,28978.472
Nahur East,Jan-Mar,2024,17360.42
Nahur East,Apr-Jun,2024,17240.42
Nahur East,Jul-Sep,2024,17650.83
Nahur East,Oct-Dec,2024,17524.3
Nahur East,Jan-Mar,2025,18505.824
Nahur East,Apr-Jun,2025,18031.22067
Nahur East,Jul-Sep,2025,17336.67467
Nahur East,Oct-Dec,2025,16073.382
Nahur East,Jan-Mar,2026,16869.87333
Nahur East,Apr-Jun,2026,16416.18333
Nahur East,Jul-Sep,2026,16475.76333
Nahur East,Oct-Dec,2026,16455.86
Nahur East,Jan-Mar,2027,16684.38
Nahur East,Apr-Jun,2027,16347.21
Nahur East,Jul-Sep,2027,16479.46667
Nahur East,Oct-Dec,2027,16784.4
Nahur East,Jan-Mar,2028,17527.21
Nahur East,Apr-Jun,2028,17485.31
Nahur East,Jul-Sep,2028,17458.80667
Nahur East,Oct-Dec,2028,17107.67
Nahur East,Jan-Mar,2029,16484.02
Nahur East,Apr-Jun,2029,16508.71
Nahur East,Jul-Sep,2029,16854.52
Nahur East,Oct-Dec,2029,16978.33
Nahur East,Jan-Mar,2030,17360.42
Nahur East,Apr-Jun,2030,17240.42
Nahur East,Jul-Sep,2030,17650.83
Nahur East,Oct-Dec,2030,17524.3
Naigaon East,Jan-Mar,2024,5821.01
Naigaon East,Apr-Jun,2024,5970.34
Naigaon East,Jul-Sep,2024,5814.5
Naigaon East,Oct-Dec,2024,5794.81
Naigaon East,Jan-Mar,2025,5892.61
Naigaon East,Apr-Jun,2025,5977.38
Naigaon East,Jul-Sep,2025,4625.81
Naigaon East,Oct-Dec,2025,4481.38
Naigaon East,Jan-Mar,2026,4643.13
Naigaon East,Apr-Jun,2026,4677.48
Naigaon East,Jul-Sep,2026,4865.26
Naigaon East,Oct-Dec,2026,4853.65
Naigaon East,Jan-Mar,2027,4912.68
Naigaon East,Apr-Jun,2027,4971.33
Naigaon East,Jul-Sep,2027,5042.07
Naigaon East,Oct-Dec,2027,5082.97
Naigaon East,Jan-Mar,2028,5186.01
Naigaon East,Apr-Jun,2028,5274.97
Naigaon East,Jul-Sep,2028,5208.58
Naigaon East,Oct-Dec,2028,5250.82
Naigaon East,Jan-Mar,2029,5316.06
Naigaon East,Apr-Jun,2029,5417.09
Naigaon East,Jul-Sep,2029,5551.92
Naigaon East,Oct-Dec,2029,5644.36
Naigaon East,Jan-Mar,2030,5821.01
Naigaon East,Apr-Jun,2030,5970.34
Naigaon East,Jul-Sep,2030,5814.5
Naigaon East,Oct-Dec,2030,5794.81
Naigaon Palghar,Jan-Mar,2024,5804.21
Naigaon Palghar,Apr-Jun,2024,5890.37
Naigaon Palghar,Jul-Sep,2024,5754.55
Naigaon Palghar,Oct-Dec,2024,5729.63
Naigaon Palghar,Jan-Mar,2025,5898.36
Naigaon Palghar,Apr-Jun,2025,5908.48
Naigaon Palghar,Jul-Sep,2025,4580.16
Naigaon Palghar,Oct-Dec,2025,4490.7
Naigaon Palghar,Jan-Mar,2026,4618.59
Naigaon Palghar,Apr-Jun,2026,4653.83
Naigaon Palghar,Jul-Sep,2026,4842.24
Naigaon Palghar,Oct-Dec,2026,4820.55
Naigaon Palghar,Jan-Mar,2027,4894.51
Naigaon Palghar,Apr-Jun,2027,4969.45
Naigaon Palghar,Jul-Sep,2027,5046.66
Naigaon Palghar,Oct-Dec,2027,5077.9
Naigaon Palghar,Jan-Mar,2028,5157.27
Naigaon Palghar,Apr-Jun,2028,5247.78
Naigaon Palghar,Jul-Sep,2028,5192.32
Naigaon Palghar,Oct-Dec,2028,5241.02
Naigaon Palghar,Jan-Mar,2029,5328.17
Naigaon Palghar,Apr-Jun,2029,5430.5
Naigaon Palghar,Jul-Sep,2029,5523.92
Naigaon Palghar,Oct-Dec,2029,5608.14
Naigaon Palghar,Jan-Mar,2030,5804.21
Naigaon Palghar,Apr-Jun,2030,5890.37
Naigaon Palghar,Jul-Sep,2030,5754.55
Naigaon Palghar,Oct-Dec,2030,5729.63
Nala Sopara,Jan-Mar,2024,5060.79
Nala Sopara,Apr-Jun,2024,5072.63
Nala Sopara,Jul-Sep,2024,5253.041667
Nala Sopara,Oct-Dec,2024,5291.88
Nala Sopara,Jan-Mar,2025,5441.06
Nala Sopara,Apr-Jun,2025,5412.365
Nala Sopara,Jul-Sep,2025,4948.044167
Nala Sopara,Oct-Dec,2025,4870.715
Nala Sopara,Jan-Mar,2026,4613.96
Nala Sopara,Apr-Jun,2026,4704.58
Nala Sopara,Jul-Sep,2026,4794.72
Nala Sopara,Oct-Dec,2026,4721.55
Nala Sopara,Jan-Mar,2027,4753.99
Nala Sopara,Apr-Jun,2027,4881.14
Nala Sopara,Jul-Sep,2027,4882.31
Nala Sopara,Oct-Dec,2027,4802.46
Nala Sopara,Jan-Mar,2028,4714.59
Nala Sopara,Apr-Jun,2028,4902.71
Nala Sopara,Jul-Sep,2028,4816.76
Nala Sopara,Oct-Dec,2028,4766.32
Nala Sopara,Jan-Mar,2029,4773.56
Nala Sopara,Apr-Jun,2029,4967.09
Nala Sopara,Jul-Sep,2029,4933.48
Nala Sopara,Oct-Dec,2029,4908.45
Nala Sopara,Jan-Mar,2030,5060.79
Nala Sopara,Apr-Jun,2030,5072.63
Nala Sopara,Jul-Sep,2030,5253.041667
Nala Sopara,Oct-Dec,2030,5291.88
Nalasopara East,Jan-Mar,2024,5141.67
Nalasopara East,Apr-Jun,2024,5119.67
Nalasopara East,Jul-Sep,2024,5367.784167
Nalasopara East,Oct-Dec,2024,5329.75
Nalasopara East,Jan-Mar,2025,5509.285
Nalasopara East,Apr-Jun,2025,5516.245
Nalasopara East,Jul-Sep,2025,5058.631667
Nalasopara East,Oct-Dec,2025,4922.184167
Nalasopara East,Jan-Mar,2026,4769.89
Nalasopara East,Apr-Jun,2026,4804.03
Nalasopara East,Jul-Sep,2026,4921.85
Nalasopara East,Oct-Dec,2026,4884.75
Nalasopara East,Jan-Mar,2027,4836.73
Nalasopara East,Apr-Jun,2027,4995.59
Nalasopara East,Jul-Sep,2027,4990.71
Nalasopara East,Oct-Dec,2027,4950.61
Nalasopara East,Jan-Mar,2028,4882.2
Nalasopara East,Apr-Jun,2028,4985.91
Nalasopara East,Jul-Sep,2028,4897.27
Nalasopara East,Oct-Dec,2028,4896.64
Nalasopara East,Jan-Mar,2029,4857.38
Nalasopara East,Apr-Jun,2029,5091.16
Nalasopara East,Jul-Sep,2029,5015.94
Nalasopara East,Oct-Dec,2029,4994.18
Nalasopara East,Jan-Mar,2030,5141.67
Nalasopara East,Apr-Jun,2030,5119.67
Nalasopara East,Jul-Sep,2030,5367.784167
Nalasopara East,Oct-Dec,2030,5329.75
Nalasopara West,Jan-Mar,2024,5149.92
Nalasopara West,Apr-Jun,2024,5121.05
Nalasopara West,Jul-Sep,2024,5285.524881
Nalasopara West,Oct-Dec,2024,5266.204881
Nalasopara West,Jan-Mar,2025,5456.376667
Nalasopara West,Apr-Jun,2025,5401.646667
Nalasopara West,Jul-Sep,2025,4853.8315
Nalasopara West,Oct-Dec,2025,4840.458548
Nalasopara West,Jan-Mar,2026,4478.24
Nalasopara West,Apr-Jun,2026,4606.1
Nalasopara West,Jul-Sep,2026,4590.09
Nalasopara West,Oct-Dec,2026,4612.64
Nalasopara West,Jan-Mar,2027,4598.61
Nalasopara West,Apr-Jun,2027,4716.2
Nalasopara West,Jul-Sep,2027,4826.95
Nalasopara West,Oct-Dec,2027,4787.94
Nalasopara West,Jan-Mar,2028,4795.48
Nalasopara West,Apr-Jun,2028,4989.52
Nalasopara West,Jul-Sep,2028,4880.436667
Nalasopara West,Oct-Dec,2028,4825.31
Nalasopara West,Jan-Mar,2029,4804.29
Nalasopara West,Apr-Jun,2029,5087.19
Nalasopara West,Jul-Sep,2029,5040.21
Nalasopara West,Oct-Dec,2029,5031.42
Nalasopara West,Jan-Mar,2030,5149.92
Nalasopara West,Apr-Jun,2030,5121.05
Nalasopara West,Jul-Sep,2030,5285.524881
Nalasopara West,Oct-Dec,2030,5266.204881
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
,,,N/A
Oshiwara,Jan-Mar,2024,19864.67
Oshiwara,Apr-Jun,2024,19751.86
Oshiwara,Jul-Sep,2024,19963.74
Oshiwara,Oct-Dec,2024,20300.45
Oshiwara,Jan-Mar,2025,24469.1075
Oshiwara,Apr-Jun,2025,23459.3575
Oshiwara,Jul-Sep,2025,23771.127
Oshiwara,Oct-Dec,2025,21880.43083
Oshiwara,Jan-Mar,2026,19666.45
Oshiwara,Apr-Jun,2026,19781.94
Oshiwara,Jul-Sep,2026,20037.03
Oshiwara,Oct-Dec,2026,19630.57
Oshiwara,Jan-Mar,2027,18068.83
Oshiwara,Apr-Jun,2027,18729.2
Oshiwara,Jul-Sep,2027,18775.7
Oshiwara,Oct-Dec,2027,18562.58
Oshiwara,Jan-Mar,2028,17783.23
Oshiwara,Apr-Jun,2028,17793.1
Oshiwara,Jul-Sep,2028,17939.44
Oshiwara,Oct-Dec,2028,17780.96
Oshiwara,Jan-Mar,2029,20221.17
Oshiwara,Apr-Jun,2029,20457.89
Oshiwara,Jul-Sep,2029,20053.09
Oshiwara,Oct-Dec,2029,20071.68
Oshiwara,Jan-Mar,2030,19864.67
Oshiwara,Apr-Jun,2030,19751.86
Oshiwara,Jul-Sep,2030,19963.74
Oshiwara,Oct-Dec,2030,20300.45
Pali Hill,Jan-Mar,2024,52435.59
Pali Hill,Apr-Jun,2024,49856.73
Pali Hill,Jul-Sep,2024,49793.282
Pali Hill,Oct-Dec,2024,53926.39
Pali Hill,Jan-Mar,2025,50064.51
Pali Hill,Apr-Jun,2025,48239.166
Pali Hill,Jul-Sep,2025,46515.36429
Pali Hill,Oct-Dec,2025,45300.778
Pali Hill,Jan-Mar,2026,45007.44
Pali Hill,Apr-Jun,2026,44218.73
Pali Hill,Jul-Sep,2026,45662.23
Pali Hill,Oct-Dec,2026,44643.95
Pali Hill,Jan-Mar,2027,46014.65
Pali Hill,Apr-Jun,2027,45692.6
Pali Hill,Jul-Sep,2027,47158.8
Pali Hill,Oct-Dec,2027,43881.4
Pali Hill,Jan-Mar,2028,48270.78
Pali Hill,Apr-Jun,2028,47424.8
Pali Hill,Jul-Sep,2028,47440.75829
Pali Hill,Oct-Dec,2028,45395.43
Pali Hill,Jan-Mar,2029,51599.19
Pali Hill,Apr-Jun,2029,51097.13
Pali Hill,Jul-Sep,2029,51184.84
Pali Hill,Oct-Dec,2029,54599.55
Pali Hill,Jan-Mar,2030,52435.59
Pali Hill,Apr-Jun,2030,49856.73
Pali Hill,Jul-Sep,2030,49793.282
Pali Hill,Oct-Dec,2030,53926.39
Pant Nagar,Jan-Mar,2024,19073.62
Pant Nagar,Apr-Jun,2024,19191.63
Pant Nagar,Jul-Sep,2024,19065.35867
Pant Nagar,Oct-Dec,2024,19153.152
Pant Nagar,Jan-Mar,2025,22375.645
Pant Nagar,Apr-Jun,2025,22156.745
Pant Nagar,Jul-Sep,2025,20018.40979
Pant Nagar,Oct-Dec,2025,19992.36819
Pant Nagar,Jan-Mar,2026,20020.7
Pant Nagar,Apr-Jun,2026,20869.37
Pant Nagar,Jul-Sep,2026,21056.61476
Pant Nagar,Oct-Dec,2026,20967.65
Pant Nagar,Jan-Mar,2027,18938.01
Pant Nagar,Apr-Jun,2027,21248.29
Pant Nagar,Jul-Sep,2027,20782.63143
Pant Nagar,Oct-Dec,2027,20696.85
Pant Nagar,Jan-Mar,2028,19711.17
Pant Nagar,Apr-Jun,2028,20413.14
Pant Nagar,Jul-Sep,2028,18326.0685
Pant Nagar,Oct-Dec,2028,18166.21
Pant Nagar,Jan-Mar,2029,18884.14
Pant Nagar,Apr-Jun,2029,19500.42
Pant Nagar,Jul-Sep,2029,18829.67
Pant Nagar,Oct-Dec,2029,18724.42
Pant Nagar,Jan-Mar,2030,19073.62
Pant Nagar,Apr-Jun,2030,19191.63
Pant Nagar,Jul-Sep,2030,19065.35867
Pant Nagar,Oct-Dec,2030,19153.152
Parel,Jan-Mar,2024,29929.58
Parel,Apr-Jun,2024,30563.82
Parel,Jul-Sep,2024,30849.54
Parel,Oct-Dec,2024,31093.73
Parel,Jan-Mar,2025,31108.04
Parel,Apr-Jun,2025,31352.58
Parel,Jul-Sep,2025,31207.02333
Parel,Oct-Dec,2025,29263.58
Parel,Jan-Mar,2026,27187.4
Parel,Apr-Jun,2026,27152.65
Parel,Jul-Sep,2026,26834.58
Parel,Oct-Dec,2026,26704
Parel,Jan-Mar,2027,27098.2
Parel,Apr-Jun,2027,27076.31
Parel,Jul-Sep,2027,27149.77
Parel,Oct-Dec,2027,27106.87
Parel,Jan-Mar,2028,27193.72
Parel,Apr-Jun,2028,27347.94
Parel,Jul-Sep,2028,27565.31
Parel,Oct-Dec,2028,27499.45
Parel,Jan-Mar,2029,28255.18
Parel,Apr-Jun,2029,28692.65
Parel,Jul-Sep,2029,29348.69
Parel,Oct-Dec,2029,29941.13
Parel,Jan-Mar,2030,29929.58
Parel,Apr-Jun,2030,30563.82
Parel,Jul-Sep,2030,30849.54
Parel,Oct-Dec,2030,31093.73
Powai,Jan-Mar,2024,21495.52333
Powai,Apr-Jun,2024,21232.72333
Powai,Jul-Sep,2024,21667.61
Powai,Oct-Dec,2024,22038.42667
Powai,Jan-Mar,2025,22723.16
Powai,Apr-Jun,2025,22042.09667
Powai,Jul-Sep,2025,21102.57738
Powai,Oct-Dec,2025,19861.01333
Powai,Jan-Mar,2026,19624.98
Powai,Apr-Jun,2026,19186.17
Powai,Jul-Sep,2026,19130.40333
Powai,Oct-Dec,2026,19058.19667
Powai,Jan-Mar,2027,18973.11
Powai,Apr-Jun,2027,18979.66
Powai,Jul-Sep,2027,19066.32
Powai,Oct-Dec,2027,19016.04
Powai,Jan-Mar,2028,19270.49
Powai,Apr-Jun,2028,19330.95
Powai,Jul-Sep,2028,19654.68
Powai,Oct-Dec,2028,19812.42
Powai,Jan-Mar,2029,20746.29
Powai,Apr-Jun,2029,20595.76
Powai,Jul-Sep,2029,20883.85
Powai,Oct-Dec,2029,21139.72
Powai,Jan-Mar,2030,21495.52333
Powai,Apr-Jun,2030,21232.72333
Powai,Jul-Sep,2030,21667.61
Powai,Oct-Dec,2030,22038.42667
Prabhadevi,Jan-Mar,2024,42777.57
Prabhadevi,Apr-Jun,2024,42256.26
Prabhadevi,Jul-Sep,2024,43017.53
Prabhadevi,Oct-Dec,2024,45036.89
Prabhadevi,Jan-Mar,2025,46921.1
Prabhadevi,Apr-Jun,2025,45613.09
Prabhadevi,Jul-Sep,2025,40051.12
Prabhadevi,Oct-Dec,2025,41733.34
Prabhadevi,Jan-Mar,2026,25865.44
Prabhadevi,Apr-Jun,2026,26605.5
Prabhadevi,Jul-Sep,2026,35228.85
Prabhadevi,Oct-Dec,2026,35933.7
Prabhadevi,Jan-Mar,2027,22769.41
Prabhadevi,Apr-Jun,2027,23443.94
Prabhadevi,Jul-Sep,2027,32743.7
Prabhadevi,Oct-Dec,2027,34456.98
Prabhadevi,Jan-Mar,2028,35992.56
Prabhadevi,Apr-Jun,2028,35929.29
Prabhadevi,Jul-Sep,2028,36877.7
Prabhadevi,Oct-Dec,2028,37669.24
Prabhadevi,Jan-Mar,2029,39070.42
Prabhadevi,Apr-Jun,2029,38741.3
