,location,quarter,year,avg_price,Locality,Final Risk Calculated,Unnamed: 2
2599,Gulmohar Road,Oct-Dec,2029.0,41586.11,Gulmohar Road,Moderate Risk,
2600,Gulmohar Road,Jan-Mar,2030.0,41685.33,Gulmohar Road,Moderate Risk,
2601,Gulmohar Road,Apr-Jun,2030.0,40065.84,Gulmohar Road,Moderate Risk,
2602,Gulmohar Road,Jul-Sep,2030.0,39238.925,Gulmohar Road,Moderate Risk,
2603,Gulmohar Road,Oct-Dec,2030.0,39933.95,Gulmohar Road,Moderate Risk,
2604,Hindu Colony Dadar East,Jan-Mar,2024.0,37709.64,Hindu Colony Dadar East,High Risk,
2605,Hindu Colony Dadar East,Apr-Jun,2024.0,38413.02,Hindu Colony Dadar East,High Risk,
2606,Hindu Colony Dadar East,Jul-Sep,2024.0,39814.04,Hindu Colony Dadar East,High Risk,
2607,Hindu Colony Dadar East,Oct-Dec,2024.0,37202.2,Hindu Colony Dadar East,High Risk,
2608,Hindu Colony Dadar East,Jan-Mar,2025.0,37315.12,Hindu Colony Dadar East,High Risk,
2609,Hindu Colony Dadar East,Apr-Jun,2025.0,37522.08,Hindu Colony Dadar East,High Risk,
2610,Hindu Colony Dadar East,Jul-Sep,2025.0,39315.82,Hindu Colony Dadar East,High Risk,
2611,Hindu Colony Dadar East,Oct-Dec,2025.0,30442.96,Hindu Colony Dadar East,High Risk,
2612,Hindu Colony Dadar East,Jan-Mar,2026.0,28196.19,Hindu Colony Dadar East,High Risk,
2613,Hindu Colony Dadar East,Apr-Jun,2026.0,28230.04,Hindu Colony Dadar East,High Risk,
2614,Hindu Colony Dadar East,Jul-Sep,2026.0,28931.23,Hindu Colony Dadar East,High Risk,
2615,Hindu Colony Dadar East,Oct-Dec,2026.0,29338.85,Hindu Colony Dadar East,High Risk,
2616,Hindu Colony Dadar East,Jan-Mar,2027.0,29816.1,Hindu Colony Dadar East,High Risk,
2617,Hindu Colony Dadar East,Apr-Jun,2027.0,29614.95,Hindu Colony Dadar East,High Risk,
2618,Hindu Colony Dadar East,Jul-Sep,2027.0,29816.05,Hindu Colony Dadar East,High Risk,
2619,Hindu Colony Dadar East,Oct-Dec,2027.0,29816.05,Hindu Colony Dadar East,High Risk,
2620,Hindu Colony Dadar East,Jan-Mar,2028.0,31892.23,Hindu Colony Dadar East,High Risk,
2621,Hindu Colony Dadar East,Apr-Jun,2028.0,31930.7,Hindu Colony Dadar East,High Risk,
2622,Hindu Colony Dadar East,Jul-Sep,2028.0,32230.35,Hindu Colony Dadar East,High Risk,
2623,Hindu Colony Dadar East,Oct-Dec,2028.0,31158.36,Hindu Colony Dadar East,High Risk,
2624,Hindu Colony Dadar East,Jan-Mar,2029.0,34050.0,Hindu Colony Dadar East,High Risk,
2625,Hindu Colony Dadar East,Apr-Jun,2029.0,34537.5,Hindu Colony Dadar East,High Risk,
2626,Hindu Colony Dadar East,Jul-Sep,2029.0,35122.38,Hindu Colony Dadar East,High Risk,
2627,Hindu Colony Dadar East,Oct-Dec,2029.0,35377.5,Hindu Colony Dadar East,High Risk,
2628,Hindu Colony Dadar East,Jan-Mar,2030.0,37709.64,Hindu Colony Dadar East,High Risk,
2629,Hindu Colony Dadar East,Apr-Jun,2030.0,38413.02,Hindu Colony Dadar East,High Risk,
2630,Hindu Colony Dadar East,Jul-Sep,2030.0,39814.04,Hindu Colony Dadar East,High Risk,
2631,Hindu Colony Dadar East,Oct-Dec,2030.0,37202.2,Hindu Colony Dadar East,High Risk,
2632,Hiranandani Link Road,Jan-Mar,2024.0,26078.35,Hiranandani Link Road,Low Risk,
2633,Hiranandani Link Road,Apr-Jun,2024.0,26052.5,Hiranandani Link Road,Low Risk,
2634,Hiranandani Link Road,Jul-Sep,2024.0,26575.89167,Hiranandani Link Road,Low Risk,
2635,Hiranandani Link Road,Oct-Dec,2024.0,25763.325,Hiranandani Link Road,Low Risk,
2636,Hiranandani Link Road,Jan-Mar,2025.0,25640.885,Hiranandani Link Road,Low Risk,
2637,Hiranandani Link Road,Apr-Jun,2025.0,24991.20167,Hiranandani Link Road,Low Risk,
2638,Hiranandani Link Road,Jul-Sep,2025.0,22507.71583,Hiranandani Link Road,Low Risk,
2639,Hiranandani Link Road,Oct-Dec,2025.0,20417.19333,Hiranandani Link Road,Low Risk,
2640,Hiranandani Link Road,Jan-Mar,2026.0,18878.45,Hiranandani Link Road,Low Risk,
2641,Hiranandani Link Road,Apr-Jun,2026.0,18774.3,Hiranandani Link Road,Low Risk,
2642,Hiranandani Link Road,Jul-Sep,2026.0,18964.09167,Hiranandani Link Road,Low Risk,
2643,Hiranandani Link Road,Oct-Dec,2026.0,19362.0,Hiranandani Link Road,Low Risk,
2644,Hiranandani Link Road,Jan-Mar,2027.0,20466.02,Hiranandani Link Road,Low Risk,
2645,Hiranandani Link Road,Apr-Jun,2027.0,20320.02,Hiranandani Link Road,Low Risk,
2646,Hiranandani Link Road,Jul-Sep,2027.0,21053.76667,Hiranandani Link Road,Low Risk,
2647,Hiranandani Link Road,Oct-Dec,2027.0,21305.0,Hiranandani Link Road,Low Risk,
2648,Hiranandani Link Road,Jan-Mar,2028.0,23702.63,Hiranandani Link Road,Low Risk,
2649,Hiranandani Link Road,Apr-Jun,2028.0,23232.85,Hiranandani Link Road,Low Risk,
2650,Hiranandani Link Road,Jul-Sep,2028.0,22738.07667,Hiranandani Link Road,Low Risk,
2651,Hiranandani Link Road,Oct-Dec,2028.0,22819.975,Hiranandani Link Road,Low Risk,
2652,Hiranandani Link Road,Jan-Mar,2029.0,24816.0,Hiranandani Link Road,Low Risk,
2653,Hiranandani Link Road,Apr-Jun,2029.0,24811.45,Hiranandani Link Road,Low Risk,
2654,Hiranandani Link Road,Jul-Sep,2029.0,25060.74167,Hiranandani Link Road,Low Risk,
2655,Hiranandani Link Road,Oct-Dec,2029.0,25142.325,Hiranandani Link Road,Low Risk,
2656,Hiranandani Link Road,Jan-Mar,2030.0,26078.35,Hiranandani Link Road,Low Risk,
2657,Hiranandani Link Road,Apr-Jun,2030.0,26052.5,Hiranandani Link Road,Low Risk,
2658,Hiranandani Link Road,Jul-Sep,2030.0,26575.89167,Hiranandani Link Road,Low Risk,
2659,Hiranandani Link Road,Oct-Dec,2030.0,25763.325,Hiranandani Link Road,Low Risk,
2660,IC Colony,Jan-Mar,2024.0,18526.71,IC Colony,High Risk,
2661,IC Colony,Apr-Jun,2024.0,18761.02,IC Colony,High Risk,
2662,IC Colony,Jul-Sep,2024.0,18312.52,IC Colony,High Risk,
2663,IC Colony,Oct-Dec,2024.0,18661.89,IC Colony,High Risk,
2664,IC Colony,Jan-Mar,2025.0,19779.66,IC Colony,High Risk,
2665,IC Colony,Apr-Jun,2025.0,20048.84,IC Colony,High Risk,
2666,IC Colony,Jul-Sep,2025.0,17614.56,IC Colony,High Risk,
2667,IC Colony,Oct-Dec,2025.0,17265.45,IC Colony,High Risk,
2668,IC Colony,Jan-Mar,2026.0,17433.16,IC Colony,High Risk,
2669,IC Colony,Apr-Jun,2026.0,17733.01,IC Colony,High Risk,
2670,IC Colony,Jul-Sep,2026.0,16917.31,IC Colony,High Risk,
2671,IC Colony,Oct-Dec,2026.0,16998.17,IC Colony,High Risk,
2672,IC Colony,Jan-Mar,2027.0,17106.03,IC Colony,High Risk,
2673,IC Colony,Apr-Jun,2027.0,17339.84,IC Colony,High Risk,
2674,IC Colony,Jul-Sep,2027.0,16731.76,IC Colony,High Risk,
2675,IC Colony,Oct-Dec,2027.0,16888.01,IC Colony,High Risk,
2676,IC Colony,Jan-Mar,2028.0,17644.31,IC Colony,High Risk,
2677,IC Colony,Apr-Jun,2028.0,17912.81,IC Colony,High Risk,
2678,IC Colony,Jul-Sep,2028.0,16853.01,IC Colony,High Risk,
2679,IC Colony,Oct-Dec,2028.0,17120.87,IC Colony,High Risk,
2680,IC Colony,Jan-Mar,2029.0,17770.67,IC Colony,High Risk,
2681,IC Colony,Apr-Jun,2029.0,17900.2,IC Colony,High Risk,
2682,IC Colony,Jul-Sep,2029.0,18396.45,IC Colony,High Risk,
2683,IC Colony,Oct-Dec,2029.0,18256.17,IC Colony,High Risk,
2684,IC Colony,Jan-Mar,2030.0,18526.71,IC Colony,High Risk,
2685,IC Colony,Apr-Jun,2030.0,18761.02,IC Colony,High Risk,
2686,IC Colony,Jul-Sep,2030.0,18312.52,IC Colony,High Risk,
2687,IC Colony,Oct-Dec,2030.0,18661.89,IC Colony,High Risk,
2688,Jankalyan Nagar,Jan-Mar,2024.0,14739.16,Jankalyan Nagar,Moderate Risk,
2689,Jankalyan Nagar,Apr-Jun,2024.0,14769.79,Jankalyan Nagar,Moderate Risk,
2690,Jankalyan Nagar,Jul-Sep,2024.0,15020.076,Jankalyan Nagar,Moderate Risk,
2691,Jankalyan Nagar,Oct-Dec,2024.0,15046.35,Jankalyan Nagar,Moderate Risk,
2692,Jankalyan Nagar,Jan-Mar,2025.0,14036.24133,Jankalyan Nagar,Moderate Risk,
2693,Jankalyan Nagar,Apr-Jun,2025.0,14031.168,Jankalyan Nagar,Moderate Risk,
2694,Jankalyan Nagar,Jul-Sep,2025.0,14115.09267,Jankalyan Nagar,Moderate Risk,
2695,Jankalyan Nagar,Oct-Dec,2025.0,13599.17467,Jankalyan Nagar,Moderate Risk,
2696,Jankalyan Nagar,Jan-Mar,2026.0,13593.01333,Jankalyan Nagar,Moderate Risk,
2697,Jankalyan Nagar,Apr-Jun,2026.0,13610.01333,Jankalyan Nagar,Moderate Risk,
2698,Jankalyan Nagar,Jul-Sep,2026.0,13671.19933,Jankalyan Nagar,Moderate Risk,
2699,Jankalyan Nagar,Oct-Dec,2026.0,13635.19333,Jankalyan Nagar,Moderate Risk,
2700,Jankalyan Nagar,Jan-Mar,2027.0,13374.19,Jankalyan Nagar,Moderate Risk,
2701,Jankalyan Nagar,Apr-Jun,2027.0,13477.72,Jankalyan Nagar,Moderate Risk,
2702,Jankalyan Nagar,Jul-Sep,2027.0,13498.63,Jankalyan Nagar,Moderate Risk,
2703,Jankalyan Nagar,Oct-Dec,2027.0,13540.86,Jankalyan Nagar,Moderate Risk,
2704,Jankalyan Nagar,Jan-Mar,2028.0,13811.04,Jankalyan Nagar,Moderate Risk,
2705,Jankalyan Nagar,Apr-Jun,2028.0,13820.92,Jankalyan Nagar,Moderate Risk,
2706,Jankalyan Nagar,Jul-Sep,2028.0,13909.11,Jankalyan Nagar,Moderate Risk,
2707,Jankalyan Nagar,Oct-Dec,2028.0,13855.13,Jankalyan Nagar,Moderate Risk,
2708,Jankalyan Nagar,Jan-Mar,2029.0,14084.73,Jankalyan Nagar,Moderate Risk,
2709,Jankalyan Nagar,Apr-Jun,2029.0,14125.71,Jankalyan Nagar,Moderate Risk,
2710,Jankalyan Nagar,Jul-Sep,2029.0,14273.28,Jankalyan Nagar,Moderate Risk,
2711,Jankalyan Nagar,Oct-Dec,2029.0,14518.87,Jankalyan Nagar,Moderate Risk,
2712,Jankalyan Nagar,Jan-Mar,2030.0,14739.16,Jankalyan Nagar,Moderate Risk,
2713,Jankalyan Nagar,Apr-Jun,2030.0,14769.79,Jankalyan Nagar,Moderate Risk,
2714,Jankalyan Nagar,Jul-Sep,2030.0,15020.076,Jankalyan Nagar,Moderate Risk,
2715,Jankalyan Nagar,Oct-Dec,2030.0,15046.35,Jankalyan Nagar,Moderate Risk,
2716,Jawahar Nagar Goregaon West,Jan-Mar,2024.0,18798.86,Jawahar Nagar Goregaon West,Moderate Risk,
2717,Jawahar Nagar Goregaon West,Apr-Jun,2024.0,18781.44,Jawahar Nagar Goregaon West,Moderate Risk,
2718,Jawahar Nagar Goregaon West,Jul-Sep,2024.0,18762.68,Jawahar Nagar Goregaon West,Moderate Risk,
2719,Jawahar Nagar Goregaon West,Oct-Dec,2024.0,18935.22,Jawahar Nagar Goregaon West,Moderate Risk,
2720,Jawahar Nagar Goregaon West,Jan-Mar,2025.0,18165.38,Jawahar Nagar Goregaon West,Moderate Risk,
2721,Jawahar Nagar Goregaon West,Apr-Jun,2025.0,17832.05,Jawahar Nagar Goregaon West,Moderate Risk,
2722,Jawahar Nagar Goregaon West,Jul-Sep,2025.0,18176.8,Jawahar Nagar Goregaon West,Moderate Risk,
2723,Jawahar Nagar Goregaon West,Oct-Dec,2025.0,18293.42,Jawahar Nagar Goregaon West,Moderate Risk,
2724,Jawahar Nagar Goregaon West,Jan-Mar,2026.0,17659.96,Jawahar Nagar Goregaon West,Moderate Risk,
2725,Jawahar Nagar Goregaon West,Apr-Jun,2026.0,17483.63,Jawahar Nagar Goregaon West,Moderate Risk,
2726,Jawahar Nagar Goregaon West,Jul-Sep,2026.0,18959.77,Jawahar Nagar Goregaon West,Moderate Risk,
2727,Jawahar Nagar Goregaon West,Oct-Dec,2026.0,18890.18,Jawahar Nagar Goregaon West,Moderate Risk,
2728,Jawahar Nagar Goregaon West,Jan-Mar,2027.0,17417.05,Jawahar Nagar Goregaon West,Moderate Risk,
2729,Jawahar Nagar Goregaon West,Apr-Jun,2027.0,17373.56,Jawahar Nagar Goregaon West,Moderate Risk,
2730,Jawahar Nagar Goregaon West,Jul-Sep,2027.0,18981.87,Jawahar Nagar Goregaon West,Moderate Risk,
2731,Jawahar Nagar Goregaon West,Oct-Dec,2027.0,18907.18,Jawahar Nagar Goregaon West,Moderate Risk,
2732,Jawahar Nagar Goregaon West,Jan-Mar,2028.0,19774.5,Jawahar Nagar Goregaon West,Moderate Risk,
2733,Jawahar Nagar Goregaon West,Apr-Jun,2028.0,19811.2,Jawahar Nagar Goregaon West,Moderate Risk,
2734,Jawahar Nagar Goregaon West,Jul-Sep,2028.0,19190.13,Jawahar Nagar Goregaon West,Moderate Risk,
2735,Jawahar Nagar Goregaon West,Oct-Dec,2028.0,18977.76,Jawahar Nagar Goregaon West,Moderate Risk,
2736,Jawahar Nagar Goregaon West,Jan-Mar,2029.0,18485.43,Jawahar Nagar Goregaon West,Moderate Risk,
2737,Jawahar Nagar Goregaon West,Apr-Jun,2029.0,18262.5,Jawahar Nagar Goregaon West,Moderate Risk,
2738,Jawahar Nagar Goregaon West,Jul-Sep,2029.0,18529.47,Jawahar Nagar Goregaon West,Moderate Risk,
2739,Jawahar Nagar Goregaon West,Oct-Dec,2029.0,18854.72,Jawahar Nagar Goregaon West,Moderate Risk,
2740,Jawahar Nagar Goregaon West,Jan-Mar,2030.0,18798.86,Jawahar Nagar Goregaon West,Moderate Risk,
2741,Jawahar Nagar Goregaon West,Apr-Jun,2030.0,18781.44,Jawahar Nagar Goregaon West,Moderate Risk,
2742,Jawahar Nagar Goregaon West,Jul-Sep,2030.0,18762.68,Jawahar Nagar Goregaon West,Moderate Risk,
2743,Jawahar Nagar Goregaon West,Oct-Dec,2030.0,18935.22,Jawahar Nagar Goregaon West,Moderate Risk,
2744,Jaywant Sawant Marg,Jan-Mar,2024.0,14551.46,Jaywant Sawant Marg,High Risk,
2745,Jaywant Sawant Marg,Apr-Jun,2024.0,14144.1,Jaywant Sawant Marg,High Risk,
2746,Jaywant Sawant Marg,Jul-Sep,2024.0,14105.50167,Jaywant Sawant Marg,High Risk,
2747,Jaywant Sawant Marg,Oct-Dec,2024.0,14230.73,Jaywant Sawant Marg,High Risk,
2748,Jaywant Sawant Marg,Jan-Mar,2025.0,15367.09333,Jaywant Sawant Marg,High Risk,
2749,Jaywant Sawant Marg,Apr-Jun,2025.0,15564.79833,Jaywant Sawant Marg,High Risk,
2750,Jaywant Sawant Marg,Jul-Sep,2025.0,16064.82583,Jaywant Sawant Marg,High Risk,
2751,Jaywant Sawant Marg,Oct-Dec,2025.0,16461.535,Jaywant Sawant Marg,High Risk,
2752,Jaywant Sawant Marg,Jan-Mar,2026.0,14961.94,Jaywant Sawant Marg,High Risk,
2753,Jaywant Sawant Marg,Apr-Jun,2026.0,12163.99,Jaywant Sawant Marg,High Risk,
2754,Jaywant Sawant Marg,Jul-Sep,2026.0,12048.50167,Jaywant Sawant Marg,High Risk,
2755,Jaywant Sawant Marg,Oct-Dec,2026.0,12106.26,Jaywant Sawant Marg,High Risk,
2756,Jaywant Sawant Marg,Jan-Mar,2027.0,12191.92,Jaywant Sawant Marg,High Risk,
2757,Jaywant Sawant Marg,Apr-Jun,2027.0,11854.0,Jaywant Sawant Marg,High Risk,
2758,Jaywant Sawant Marg,Jul-Sep,2027.0,12030.0,Jaywant Sawant Marg,High Risk,
2759,Jaywant Sawant Marg,Oct-Dec,2027.0,12041.0,Jaywant Sawant Marg,High Risk,
2760,Jaywant Sawant Marg,Jan-Mar,2028.0,12701.97,Jaywant Sawant Marg,High Risk,
2761,Jaywant Sawant Marg,Apr-Jun,2028.0,12686.0,Jaywant Sawant Marg,High Risk,
2762,Jaywant Sawant Marg,Jul-Sep,2028.0,12824.0,Jaywant Sawant Marg,High Risk,
2763,Jaywant Sawant Marg,Oct-Dec,2028.0,13048.6,Jaywant Sawant Marg,High Risk,
2764,Jaywant Sawant Marg,Jan-Mar,2029.0,13413.74,Jaywant Sawant Marg,High Risk,
2765,Jaywant Sawant Marg,Apr-Jun,2029.0,13468.0,Jaywant Sawant Marg,High Risk,
2766,Jaywant Sawant Marg,Jul-Sep,2029.0,13660.0,Jaywant Sawant Marg,High Risk,
2767,Jaywant Sawant Marg,Oct-Dec,2029.0,13899.6,Jaywant Sawant Marg,High Risk,
2768,Jaywant Sawant Marg,Jan-Mar,2030.0,14551.46,Jaywant Sawant Marg,High Risk,
2769,Jaywant Sawant Marg,Apr-Jun,2030.0,14144.1,Jaywant Sawant Marg,High Risk,
2770,Jaywant Sawant Marg,Jul-Sep,2030.0,14105.50167,Jaywant Sawant Marg,High Risk,
2771,Jaywant Sawant Marg,Oct-Dec,2030.0,14230.73,Jaywant Sawant Marg,High Risk,
2772,Jesal Park Road,Jan-Mar,2024.0,9022.96,Jesal Park Road,High Risk,
2773,Jesal Park Road,Apr-Jun,2024.0,9027.48,Jesal Park Road,High Risk,
2774,Jesal Park Road,Jul-Sep,2024.0,9171.05,Jesal Park Road,High Risk,
2775,Jesal Park Road,Oct-Dec,2024.0,9153.65,Jesal Park Road,High Risk,
2776,Jesal Park Road,Jan-Mar,2025.0,9371.73,Jesal Park Road,High Risk,
2777,Jesal Park Road,Apr-Jun,2025.0,9357.26,Jesal Park Road,High Risk,
2778,Jesal Park Road,Jul-Sep,2025.0,9321.64,Jesal Park Road,High Risk,
2779,Jesal Park Road,Oct-Dec,2025.0,8551.42,Jesal Park Road,High Risk,
2780,Jesal Park Road,Jan-Mar,2026.0,8219.22,Jesal Park Road,High Risk,
2781,Jesal Park Road,Apr-Jun,2026.0,8213.44,Jesal Park Road,High Risk,
2782,Jesal Park Road,Jul-Sep,2026.0,8255.3,Jesal Park Road,High Risk,
2783,Jesal Park Road,Oct-Dec,2026.0,8218.99,Jesal Park Road,High Risk,
2784,Jesal Park Road,Jan-Mar,2027.0,8270.0,Jesal Park Road,High Risk,
2785,Jesal Park Road,Apr-Jun,2027.0,8311.86,Jesal Park Road,High Risk,
2786,Jesal Park Road,Jul-Sep,2027.0,8336.0,Jesal Park Road,High Risk,
2787,Jesal Park Road,Oct-Dec,2027.0,8373.0,Jesal Park Road,High Risk,
2788,Jesal Park Road,Jan-Mar,2028.0,8482.61,Jesal Park Road,High Risk,
2789,Jesal Park Road,Apr-Jun,2028.0,8512.97,Jesal Park Road,High Risk,
2790,Jesal Park Road,Jul-Sep,2028.0,8550.97,Jesal Park Road,High Risk,
2791,Jesal Park Road,Oct-Dec,2028.0,8570.5,Jesal Park Road,High Risk,
2792,Jesal Park Road,Jan-Mar,2029.0,8680.5,Jesal Park Road,High Risk,
2793,Jesal Park Road,Apr-Jun,2029.0,8705.44,Jesal Park Road,High Risk,
2794,Jesal Park Road,Jul-Sep,2029.0,8738.86,Jesal Park Road,High Risk,
2795,Jesal Park Road,Oct-Dec,2029.0,8794.02,Jesal Park Road,High Risk,
2796,Jesal Park Road,Jan-Mar,2030.0,9022.96,Jesal Park Road,High Risk,
2797,Jesal Park Road,Apr-Jun,2030.0,9027.48,Jesal Park Road,High Risk,
2798,Jesal Park Road,Jul-Sep,2030.0,9171.05,Jesal Park Road,High Risk,
2799,Jesal Park Road,Oct-Dec,2030.0,9153.65,Jesal Park Road,High Risk,
2800,Jogeshwari,Jan-Mar,2024.0,19647.73,Jogeshwari,Moderate Risk,
2801,Jogeshwari,Apr-Jun,2024.0,19306.29,Jogeshwari,Moderate Risk,
2802,Jogeshwari,Jul-Sep,2024.0,19425.05,Jogeshwari,Moderate Risk,
2803,Jogeshwari,Oct-Dec,2024.0,19491.64,Jogeshwari,Moderate Risk,
2804,Jogeshwari,Jan-Mar,2025.0,19447.22,Jogeshwari,Moderate Risk,
2805,Jogeshwari,Apr-Jun,2025.0,20189.53,Jogeshwari,Moderate Risk,
2806,Jogeshwari,Jul-Sep,2025.0,20509.32,Jogeshwari,Moderate Risk,
2807,Jogeshwari,Oct-Dec,2025.0,20439.38,Jogeshwari,Moderate Risk,
2808,Jogeshwari,Jan-Mar,2026.0,18984.19,Jogeshwari,Moderate Risk,
2809,Jogeshwari,Apr-Jun,2026.0,19139.3,Jogeshwari,Moderate Risk,
2810,Jogeshwari,Jul-Sep,2026.0,19219.02,Jogeshwari,Moderate Risk,
2811,Jogeshwari,Oct-Dec,2026.0,19423.5,Jogeshwari,Moderate Risk,
2812,Jogeshwari,Jan-Mar,2027.0,17920.46,Jogeshwari,Moderate Risk,
2813,Jogeshwari,Apr-Jun,2027.0,18093.16,Jogeshwari,Moderate Risk,
2814,Jogeshwari,Jul-Sep,2027.0,18099.88,Jogeshwari,Moderate Risk,
2815,Jogeshwari,Oct-Dec,2027.0,18522.55,Jogeshwari,Moderate Risk,
2816,Jogeshwari,Jan-Mar,2028.0,18190.96,Jogeshwari,Moderate Risk,
2817,Jogeshwari,Apr-Jun,2028.0,18885.68,Jogeshwari,Moderate Risk,
2818,Jogeshwari,Jul-Sep,2028.0,19021.91,Jogeshwari,Moderate Risk,
2819,Jogeshwari,Oct-Dec,2028.0,19368.3,Jogeshwari,Moderate Risk,
2820,Jogeshwari,Jan-Mar,2029.0,18303.73,Jogeshwari,Moderate Risk,
2821,Jogeshwari,Apr-Jun,2029.0,18651.11,Jogeshwari,Moderate Risk,
2822,Jogeshwari,Jul-Sep,2029.0,18747.02,Jogeshwari,Moderate Risk,
2823,Jogeshwari,Oct-Dec,2029.0,18891.4,Jogeshwari,Moderate Risk,
2824,Jogeshwari,Jan-Mar,2030.0,19647.73,Jogeshwari,Moderate Risk,
2825,Jogeshwari,Apr-Jun,2030.0,19306.29,Jogeshwari,Moderate Risk,
2826,Jogeshwari,Jul-Sep,2030.0,19425.05,Jogeshwari,Moderate Risk,
2827,Jogeshwari,Oct-Dec,2030.0,19491.64,Jogeshwari,Moderate Risk,
2828,Jogeshwari East,Jan-Mar,2024.0,19180.74,Jogeshwari East,Moderate Risk,
2829,Jogeshwari East,Apr-Jun,2024.0,18795.68,Jogeshwari East,Moderate Risk,
2830,Jogeshwari East,Jul-Sep,2024.0,18158.2,Jogeshwari East,Moderate Risk,
2831,Jogeshwari East,Oct-Dec,2024.0,18145.77,Jogeshwari East,Moderate Risk,
2832,Jogeshwari East,Jan-Mar,2025.0,18398.9,Jogeshwari East,Moderate Risk,
2833,Jogeshwari East,Apr-Jun,2025.0,18817.93,Jogeshwari East,Moderate Risk,
2834,Jogeshwari East,Jul-Sep,2025.0,19049.57,Jogeshwari East,Moderate Risk,
2835,Jogeshwari East,Oct-Dec,2025.0,18965.72,Jogeshwari East,Moderate Risk,
2836,Jogeshwari East,Jan-Mar,2026.0,18604.38,Jogeshwari East,Moderate Risk,
2837,Jogeshwari East,Apr-Jun,2026.0,18569.41,Jogeshwari East,Moderate Risk,
2838,Jogeshwari East,Jul-Sep,2026.0,18341.92,Jogeshwari East,Moderate Risk,
2839,Jogeshwari East,Oct-Dec,2026.0,18436.61,Jogeshwari East,Moderate Risk,
2840,Jogeshwari East,Jan-Mar,2027.0,18375.21,Jogeshwari East,Moderate Risk,
2841,Jogeshwari East,Apr-Jun,2027.0,18211.23,Jogeshwari East,Moderate Risk,
2842,Jogeshwari East,Jul-Sep,2027.0,18108.52,Jogeshwari East,Moderate Risk,
2843,Jogeshwari East,Oct-Dec,2027.0,18594.03,Jogeshwari East,Moderate Risk,
2844,Jogeshwari East,Jan-Mar,2028.0,18981.0,Jogeshwari East,Moderate Risk,
2845,Jogeshwari East,Apr-Jun,2028.0,19504.61,Jogeshwari East,Moderate Risk,
2846,Jogeshwari East,Jul-Sep,2028.0,19657.79,Jogeshwari East,Moderate Risk,
2847,Jogeshwari East,Oct-Dec,2028.0,19913.7,Jogeshwari East,Moderate Risk,
2848,Jogeshwari East,Jan-Mar,2029.0,18392.22,Jogeshwari East,Moderate Risk,
2849,Jogeshwari East,Apr-Jun,2029.0,18589.3,Jogeshwari East,Moderate Risk,
2850,Jogeshwari East,Jul-Sep,2029.0,18622.52,Jogeshwari East,Moderate Risk,
2851,Jogeshwari East,Oct-Dec,2029.0,18750.8,Jogeshwari East,Moderate Risk,
2852,Jogeshwari East,Jan-Mar,2030.0,19180.74,Jogeshwari East,Moderate Risk,
2853,Jogeshwari East,Apr-Jun,2030.0,18795.68,Jogeshwari East,Moderate Risk,
2854,Jogeshwari East,Jul-Sep,2030.0,18158.2,Jogeshwari East,Moderate Risk,
2855,Jogeshwari East,Oct-Dec,2030.0,18145.77,Jogeshwari East,Moderate Risk,
2856,Jogeshwari Vikhroli Link Road,Jan-Mar,2024.0,21253.01,Jogeshwari Vikhroli Link Road,Moderate Risk,
2857,Jogeshwari Vikhroli Link Road,Apr-Jun,2024.0,21664.42,Jogeshwari Vikhroli Link Road,Moderate Risk,
2858,Jogeshwari Vikhroli Link Road,Jul-Sep,2024.0,22091.62,Jogeshwari Vikhroli Link Road,Moderate Risk,
2859,Jogeshwari Vikhroli Link Road,Oct-Dec,2024.0,21906.93,Jogeshwari Vikhroli Link Road,Moderate Risk,
2860,Jogeshwari Vikhroli Link Road,Jan-Mar,2025.0,20998.69,Jogeshwari Vikhroli Link Road,Moderate Risk,
2861,Jogeshwari Vikhroli Link Road,Apr-Jun,2025.0,21464.97,Jogeshwari Vikhroli Link Road,Moderate Risk,
2862,Jogeshwari Vikhroli Link Road,Jul-Sep,2025.0,21964.28,Jogeshwari Vikhroli Link Road,Moderate Risk,
2863,Jogeshwari Vikhroli Link Road,Oct-Dec,2025.0,21832.48,Jogeshwari Vikhroli Link Road,Moderate Risk,
2864,Jogeshwari Vikhroli Link Road,Jan-Mar,2026.0,20174.8,Jogeshwari Vikhroli Link Road,Moderate Risk,
2865,Jogeshwari Vikhroli Link Road,Apr-Jun,2026.0,20482.12,Jogeshwari Vikhroli Link Road,Moderate Risk,
2866,Jogeshwari Vikhroli Link Road,Jul-Sep,2026.0,20808.47,Jogeshwari Vikhroli Link Road,Moderate Risk,
2867,Jogeshwari Vikhroli Link Road,Oct-Dec,2026.0,20821.38,Jogeshwari Vikhroli Link Road,Moderate Risk,
2868,Jogeshwari Vikhroli Link Road,Jan-Mar,2027.0,18829.86,Jogeshwari Vikhroli Link Road,Moderate Risk,
2869,Jogeshwari Vikhroli Link Road,Apr-Jun,2027.0,18975.98,Jogeshwari Vikhroli Link Road,Moderate Risk,
2870,Jogeshwari Vikhroli Link Road,Jul-Sep,2027.0,19098.61,Jogeshwari Vikhroli Link Road,Moderate Risk,
2871,Jogeshwari Vikhroli Link Road,Oct-Dec,2027.0,19472.63,Jogeshwari Vikhroli Link Road,Moderate Risk,
2872,Jogeshwari Vikhroli Link Road,Jan-Mar,2028.0,20061.56,Jogeshwari Vikhroli Link Road,Moderate Risk,
