,location,quarter,year,avg_price,Locality,Final Risk Calculated,Unnamed: 2
2873,Jogeshwari Vikhroli Link Road,Apr-Jun,2028.0,20480.66,Jogeshwari Vikhroli Link Road,Moderate Risk,
2874,Jogeshwari Vikhroli Link Road,Jul-Sep,2028.0,20569.44,Jogeshwari Vikhroli Link Road,Moderate Risk,
2875,Jogeshwari Vikhroli Link Road,Oct-Dec,2028.0,20798.16,Jogeshwari Vikhroli Link Road,Moderate Risk,
2876,Jogeshwari Vikhroli Link Road,Jan-Mar,2029.0,20176.05,Jogeshwari Vikhroli Link Road,Moderate Risk,
2877,Jogeshwari Vikhroli Link Road,Apr-Jun,2029.0,20705.89,Jogeshwari Vikhroli Link Road,Moderate Risk,
2878,Jogeshwari Vikhroli Link Road,Jul-Sep,2029.0,20748.15,Jogeshwari Vikhroli Link Road,Moderate Risk,
2879,Jogeshwari Vikhroli Link Road,Oct-Dec,2029.0,20738.32,Jogeshwari Vikhroli Link Road,Moderate Risk,
2880,Jogeshwari Vikhroli Link Road,Jan-Mar,2030.0,21253.01,Jogeshwari Vikhroli Link Road,Moderate Risk,
2881,Jogeshwari Vikhroli Link Road,Apr-Jun,2030.0,21664.42,Jogeshwari Vikhroli Link Road,Moderate Risk,
2882,Jogeshwari Vikhroli Link Road,Jul-Sep,2030.0,22091.62,Jogeshwari Vikhroli Link Road,Moderate Risk,
2883,Jogeshwari Vikhroli Link Road,Oct-Dec,2030.0,21906.93,Jogeshwari Vikhroli Link Road,Moderate Risk,
2884,Jogeshwari West,Jan-Mar,2024.0,19803.73,Jogeshwari West,Moderate Risk,
2885,Jogeshwari West,Apr-Jun,2024.0,19847.08,Jogeshwari West,Moderate Risk,
2886,Jogeshwari West,Jul-Sep,2024.0,20175.19,Jogeshwari West,Moderate Risk,
2887,Jogeshwari West,Oct-Dec,2024.0,20230.72,Jogeshwari West,Moderate Risk,
2888,Jogeshwari West,Jan-Mar,2025.0,20576.7,Jogeshwari West,Moderate Risk,
2889,Jogeshwari West,Apr-Jun,2025.0,20746.54,Jogeshwari West,Moderate Risk,
2890,Jogeshwari West,Jul-Sep,2025.0,21215.53,Jogeshwari West,Moderate Risk,
2891,Jogeshwari West,Oct-Dec,2025.0,21111.55,Jogeshwari West,Moderate Risk,
2892,Jogeshwari West,Jan-Mar,2026.0,19333.08,Jogeshwari West,Moderate Risk,
2893,Jogeshwari West,Apr-Jun,2026.0,19548.61,Jogeshwari West,Moderate Risk,
2894,Jogeshwari West,Jul-Sep,2026.0,19824.11,Jogeshwari West,Moderate Risk,
2895,Jogeshwari West,Oct-Dec,2026.0,19889.98,Jogeshwari West,Moderate Risk,
2896,Jogeshwari West,Jan-Mar,2027.0,17441.61,Jogeshwari West,Moderate Risk,
2897,Jogeshwari West,Apr-Jun,2027.0,17904.19,Jogeshwari West,Moderate Risk,
2898,Jogeshwari West,Jul-Sep,2027.0,18051.58,Jogeshwari West,Moderate Risk,
2899,Jogeshwari West,Oct-Dec,2027.0,18430.09,Jogeshwari West,Moderate Risk,
2900,Jogeshwari West,Jan-Mar,2028.0,17458.38,Jogeshwari West,Moderate Risk,
2901,Jogeshwari West,Apr-Jun,2028.0,17841.04,Jogeshwari West,Moderate Risk,
2902,Jogeshwari West,Jul-Sep,2028.0,18136.51,Jogeshwari West,Moderate Risk,
2903,Jogeshwari West,Oct-Dec,2028.0,18611.42,Jogeshwari West,Moderate Risk,
2904,Jogeshwari West,Jan-Mar,2029.0,18703.44,Jogeshwari West,Moderate Risk,
2905,Jogeshwari West,Apr-Jun,2029.0,18705.8,Jogeshwari West,Moderate Risk,
2906,Jogeshwari West,Jul-Sep,2029.0,18787.14,Jogeshwari West,Moderate Risk,
2907,Jogeshwari West,Oct-Dec,2029.0,18832.25,Jogeshwari West,Moderate Risk,
2908,Jogeshwari West,Jan-Mar,2030.0,19803.73,Jogeshwari West,Moderate Risk,
2909,Jogeshwari West,Apr-Jun,2030.0,19847.08,Jogeshwari West,Moderate Risk,
2910,Jogeshwari West,Jul-Sep,2030.0,20175.19,Jogeshwari West,Moderate Risk,
2911,Jogeshwari West,Oct-Dec,2030.0,20230.72,Jogeshwari West,Moderate Risk,
2912,JP Road,Jan-Mar,2024.0,25380.84,JP Road,High Risk,
2913,JP Road,Apr-Jun,2024.0,25400.84,JP Road,High Risk,
2914,JP Road,Jul-Sep,2024.0,25492.11,JP Road,High Risk,
2915,JP Road,Oct-Dec,2024.0,24941.42,JP Road,High Risk,
2916,JP Road,Jan-Mar,2025.0,25888.32,JP Road,High Risk,
2917,JP Road,Apr-Jun,2025.0,25890.39,JP Road,High Risk,
2918,JP Road,Jul-Sep,2025.0,26115.86,JP Road,High Risk,
2919,JP Road,Oct-Dec,2025.0,24408.3,JP Road,High Risk,
2920,JP Road,Jan-Mar,2026.0,23820.03,JP Road,High Risk,
2921,JP Road,Apr-Jun,2026.0,23857.29,JP Road,High Risk,
2922,JP Road,Jul-Sep,2026.0,23916.77,JP Road,High Risk,
2923,JP Road,Oct-Dec,2026.0,23892.02,JP Road,High Risk,
2924,JP Road,Jan-Mar,2027.0,24036.0,JP Road,High Risk,
2925,JP Road,Apr-Jun,2027.0,24114.26,JP Road,High Risk,
2926,JP Road,Jul-Sep,2027.0,24122.0,JP Road,High Risk,
2927,JP Road,Oct-Dec,2027.0,24216.0,JP Road,High Risk,
2928,JP Road,Jan-Mar,2028.0,24464.26,JP Road,High Risk,
2929,JP Road,Apr-Jun,2028.0,24545.78,JP Road,High Risk,
2930,JP Road,Jul-Sep,2028.0,24612.02,JP Road,High Risk,
2931,JP Road,Oct-Dec,2028.0,24509.02,JP Road,High Risk,
2932,JP Road,Jan-Mar,2029.0,24837.0,JP Road,High Risk,
2933,JP Road,Apr-Jun,2029.0,24880.0,JP Road,High Risk,
2934,JP Road,Jul-Sep,2029.0,24981.0,JP Road,High Risk,
2935,JP Road,Oct-Dec,2029.0,24948.1,JP Road,High Risk,
2936,JP Road,Jan-Mar,2030.0,25380.84,JP Road,High Risk,
2937,JP Road,Apr-Jun,2030.0,25400.84,JP Road,High Risk,
2938,JP Road,Jul-Sep,2030.0,25492.11,JP Road,High Risk,
2939,JP Road,Oct-Dec,2030.0,24941.42,JP Road,High Risk,
2940,Juhu,Jan-Mar,2024.0,40705.64,Juhu,Low Risk,
2941,Juhu,Apr-Jun,2024.0,41059.6,Juhu,Low Risk,
2942,Juhu,Jul-Sep,2024.0,41634.74,Juhu,Low Risk,
2943,Juhu,Oct-Dec,2024.0,41384.36,Juhu,Low Risk,
2944,Juhu,Jan-Mar,2025.0,41951.87,Juhu,Low Risk,
2945,Juhu,Apr-Jun,2025.0,42586.85,Juhu,Low Risk,
2946,Juhu,Jul-Sep,2025.0,42584.69,Juhu,Low Risk,
2947,Juhu,Oct-Dec,2025.0,42318.49,Juhu,Low Risk,
2948,Juhu,Jan-Mar,2026.0,40791.6,Juhu,Low Risk,
2949,Juhu,Apr-Jun,2026.0,41318.91,Juhu,Low Risk,
2950,Juhu,Jul-Sep,2026.0,41566.45,Juhu,Low Risk,
2951,Juhu,Oct-Dec,2026.0,41400.82,Juhu,Low Risk,
2952,Juhu,Jan-Mar,2027.0,35354.68,Juhu,Low Risk,
2953,Juhu,Apr-Jun,2027.0,36298.63,Juhu,Low Risk,
2954,Juhu,Jul-Sep,2027.0,35640.63,Juhu,Low Risk,
2955,Juhu,Oct-Dec,2027.0,36392.53,Juhu,Low Risk,
2956,Juhu,Jan-Mar,2028.0,35846.33,Juhu,Low Risk,
2957,Juhu,Apr-Jun,2028.0,36319.56,Juhu,Low Risk,
2958,Juhu,Jul-Sep,2028.0,36472.09,Juhu,Low Risk,
2959,Juhu,Oct-Dec,2028.0,37192.12,Juhu,Low Risk,
2960,Juhu,Jan-Mar,2029.0,37971.51,Juhu,Low Risk,
2961,Juhu,Apr-Jun,2029.0,38237.61,Juhu,Low Risk,
2962,Juhu,Jul-Sep,2029.0,38189.88,Juhu,Low Risk,
2963,Juhu,Oct-Dec,2029.0,38375.06,Juhu,Low Risk,
2964,Juhu,Jan-Mar,2030.0,40705.64,Juhu,Low Risk,
2965,Juhu,Apr-Jun,2030.0,41059.6,Juhu,Low Risk,
2966,Juhu,Jul-Sep,2030.0,41634.74,Juhu,Low Risk,
2967,Juhu,Oct-Dec,2030.0,41384.36,Juhu,Low Risk,
2968,Juhu Scheme,Jan-Mar,2024.0,46368.56,Juhu Scheme,Low Risk,
2969,Juhu Scheme,Apr-Jun,2024.0,46446.89,Juhu Scheme,Low Risk,
2970,Juhu Scheme,Jul-Sep,2024.0,46069.875,Juhu Scheme,Low Risk,
2971,Juhu Scheme,Oct-Dec,2024.0,45861.25,Juhu Scheme,Low Risk,
2972,Juhu Scheme,Jan-Mar,2025.0,46637.365,Juhu Scheme,Low Risk,
2973,Juhu Scheme,Apr-Jun,2025.0,46641.465,Juhu Scheme,Low Risk,
2974,Juhu Scheme,Jul-Sep,2025.0,45169.97143,Juhu Scheme,Low Risk,
2975,Juhu Scheme,Oct-Dec,2025.0,43699.07143,Juhu Scheme,Low Risk,
2976,Juhu Scheme,Jan-Mar,2026.0,42858.9,Juhu Scheme,Low Risk,
2977,Juhu Scheme,Apr-Jun,2026.0,43017.0,Juhu Scheme,Low Risk,
2978,Juhu Scheme,Jul-Sep,2026.0,43000.0,Juhu Scheme,Low Risk,
2979,Juhu Scheme,Oct-Dec,2026.0,43122.0,Juhu Scheme,Low Risk,
2980,Juhu Scheme,Jan-Mar,2027.0,43168.01,Juhu Scheme,Low Risk,
2981,Juhu Scheme,Apr-Jun,2027.0,43357.55,Juhu Scheme,Low Risk,
2982,Juhu Scheme,Jul-Sep,2027.0,43661.0,Juhu Scheme,Low Risk,
2983,Juhu Scheme,Oct-Dec,2027.0,43886.0,Juhu Scheme,Low Risk,
2984,Juhu Scheme,Jan-Mar,2028.0,44419.6,Juhu Scheme,Low Risk,
2985,Juhu Scheme,Apr-Jun,2028.0,44518.81,Juhu Scheme,Low Risk,
2986,Juhu Scheme,Jul-Sep,2028.0,44515.5,Juhu Scheme,Low Risk,
2987,Juhu Scheme,Oct-Dec,2028.0,44582.0,Juhu Scheme,Low Risk,
2988,Juhu Scheme,Jan-Mar,2029.0,44912.6,Juhu Scheme,Low Risk,
2989,Juhu Scheme,Apr-Jun,2029.0,45079.81,Juhu Scheme,Low Risk,
2990,Juhu Scheme,Jul-Sep,2029.0,45398.0,Juhu Scheme,Low Risk,
2991,Juhu Scheme,Oct-Dec,2029.0,45417.0,Juhu Scheme,Low Risk,
2992,Juhu Scheme,Jan-Mar,2030.0,46368.56,Juhu Scheme,Low Risk,
2993,Juhu Scheme,Apr-Jun,2030.0,46446.89,Juhu Scheme,Low Risk,
2994,Juhu Scheme,Jul-Sep,2030.0,46069.875,Juhu Scheme,Low Risk,
2995,Juhu Scheme,Oct-Dec,2030.0,45861.25,Juhu Scheme,Low Risk,
2996,Juhu Tara Road,Jan-Mar,2024.0,25681.06,Juhu Tara Road,Low Risk,
2997,Juhu Tara Road,Apr-Jun,2024.0,25436.37,Juhu Tara Road,Low Risk,
2998,Juhu Tara Road,Jul-Sep,2024.0,25762.85,Juhu Tara Road,Low Risk,
2999,Juhu Tara Road,Oct-Dec,2024.0,24981.2,Juhu Tara Road,Low Risk,
3000,Juhu Tara Road,Jan-Mar,2025.0,28441.27567,Juhu Tara Road,Low Risk,
3001,Juhu Tara Road,Apr-Jun,2025.0,28455.70567,Juhu Tara Road,Low Risk,
3002,Juhu Tara Road,Jul-Sep,2025.0,29611.56051,Juhu Tara Road,Low Risk,
3003,Juhu Tara Road,Oct-Dec,2025.0,31249.9875,Juhu Tara Road,Low Risk,
3004,Juhu Tara Road,Jan-Mar,2026.0,32155.19,Juhu Tara Road,Low Risk,
3005,Juhu Tara Road,Apr-Jun,2026.0,32133.72,Juhu Tara Road,Low Risk,
3006,Juhu Tara Road,Jul-Sep,2026.0,33034.96643,Juhu Tara Road,Low Risk,
3007,Juhu Tara Road,Oct-Dec,2026.0,32704.77,Juhu Tara Road,Low Risk,
3008,Juhu Tara Road,Jan-Mar,2027.0,34792.0,Juhu Tara Road,Low Risk,
3009,Juhu Tara Road,Apr-Jun,2027.0,35019.46,Juhu Tara Road,Low Risk,
3010,Juhu Tara Road,Jul-Sep,2027.0,35477.46,Juhu Tara Road,Low Risk,
3011,Juhu Tara Road,Oct-Dec,2027.0,35190.0,Juhu Tara Road,Low Risk,
3012,Juhu Tara Road,Jan-Mar,2028.0,36844.7,Juhu Tara Road,Low Risk,
3013,Juhu Tara Road,Apr-Jun,2028.0,36896.62,Juhu Tara Road,Low Risk,
3014,Juhu Tara Road,Jul-Sep,2028.0,37252.98667,Juhu Tara Road,Low Risk,
3015,Juhu Tara Road,Oct-Dec,2028.0,36510.0,Juhu Tara Road,Low Risk,
3016,Juhu Tara Road,Jan-Mar,2029.0,36928.78,Juhu Tara Road,Low Risk,
3017,Juhu Tara Road,Apr-Jun,2029.0,36199.69,Juhu Tara Road,Low Risk,
3018,Juhu Tara Road,Jul-Sep,2029.0,35412.43,Juhu Tara Road,Low Risk,
3019,Juhu Tara Road,Oct-Dec,2029.0,28527.88,Juhu Tara Road,Low Risk,
3020,Juhu Tara Road,Jan-Mar,2030.0,25681.06,Juhu Tara Road,Low Risk,
3021,Juhu Tara Road,Apr-Jun,2030.0,25436.37,Juhu Tara Road,Low Risk,
3022,Juhu Tara Road,Jul-Sep,2030.0,25762.85,Juhu Tara Road,Low Risk,
3023,Juhu Tara Road,Oct-Dec,2030.0,24981.2,Juhu Tara Road,Low Risk,
3024,Juhu Versova Link Road,Jan-Mar,2024.0,26266.28,Juhu Versova Link Road,Low Risk,
3025,Juhu Versova Link Road,Apr-Jun,2024.0,26486.15,Juhu Versova Link Road,Low Risk,
3026,Juhu Versova Link Road,Jul-Sep,2024.0,26793.9165,Juhu Versova Link Road,Low Risk,
3027,Juhu Versova Link Road,Oct-Dec,2024.0,26493.805,Juhu Versova Link Road,Low Risk,
3028,Juhu Versova Link Road,Jan-Mar,2025.0,27527.4794,Juhu Versova Link Road,Low Risk,
3029,Juhu Versova Link Road,Apr-Jun,2025.0,27622.66774,Juhu Versova Link Road,Low Risk,
3030,Juhu Versova Link Road,Jul-Sep,2025.0,26787.77138,Juhu Versova Link Road,Low Risk,
3031,Juhu Versova Link Road,Oct-Dec,2025.0,26192.6025,Juhu Versova Link Road,Low Risk,
3032,Juhu Versova Link Road,Jan-Mar,2026.0,25825.89,Juhu Versova Link Road,Low Risk,
3033,Juhu Versova Link Road,Apr-Jun,2026.0,25915.33,Juhu Versova Link Road,Low Risk,
3034,Juhu Versova Link Road,Jul-Sep,2026.0,25904.91833,Juhu Versova Link Road,Low Risk,
3035,Juhu Versova Link Road,Oct-Dec,2026.0,25928.01,Juhu Versova Link Road,Low Risk,
3036,Juhu Versova Link Road,Jan-Mar,2027.0,26354.0,Juhu Versova Link Road,Low Risk,
3037,Juhu Versova Link Road,Apr-Jun,2027.0,26467.0,Juhu Versova Link Road,Low Risk,
3038,Juhu Versova Link Road,Jul-Sep,2027.0,26638.0,Juhu Versova Link Road,Low Risk,
3039,Juhu Versova Link Road,Oct-Dec,2027.0,26784.0,Juhu Versova Link Road,Low Risk,
3040,Juhu Versova Link Road,Jan-Mar,2028.0,27066.59,Juhu Versova Link Road,Low Risk,
3041,Juhu Versova Link Road,Apr-Jun,2028.0,27084.47,Juhu Versova Link Road,Low Risk,
3042,Juhu Versova Link Road,Jul-Sep,2028.0,27268.02333,Juhu Versova Link Road,Low Risk,
3043,Juhu Versova Link Road,Oct-Dec,2028.0,27323.12333,Juhu Versova Link Road,Low Risk,
3044,Juhu Versova Link Road,Jan-Mar,2029.0,27781.4,Juhu Versova Link Road,Low Risk,
3045,Juhu Versova Link Road,Apr-Jun,2029.0,27951.34,Juhu Versova Link Road,Low Risk,
3046,Juhu Versova Link Road,Jul-Sep,2029.0,28582.9,Juhu Versova Link Road,Low Risk,
3047,Juhu Versova Link Road,Oct-Dec,2029.0,28267.21,Juhu Versova Link Road,Low Risk,
3048,Juhu Versova Link Road,Jan-Mar,2030.0,26266.28,Juhu Versova Link Road,Low Risk,
3049,Juhu Versova Link Road,Apr-Jun,2030.0,26486.15,Juhu Versova Link Road,Low Risk,
3050,Juhu Versova Link Road,Jul-Sep,2030.0,26793.9165,Juhu Versova Link Road,Low Risk,
3051,Juhu Versova Link Road,Oct-Dec,2030.0,26493.805,Juhu Versova Link Road,Low Risk,
3052,JVPD Scheme,Jan-Mar,2024.0,41987.16,JVPD Scheme,Low Risk,
3053,JVPD Scheme,Apr-Jun,2024.0,42206.12,JVPD Scheme,Low Risk,
3054,JVPD Scheme,Jul-Sep,2024.0,41945.14,JVPD Scheme,Low Risk,
3055,JVPD Scheme,Oct-Dec,2024.0,41120.48,JVPD Scheme,Low Risk,
3056,JVPD Scheme,Jan-Mar,2025.0,42034.21,JVPD Scheme,Low Risk,
3057,JVPD Scheme,Apr-Jun,2025.0,42341.83,JVPD Scheme,Low Risk,
3058,JVPD Scheme,Jul-Sep,2025.0,41656.25,JVPD Scheme,Low Risk,
3059,JVPD Scheme,Oct-Dec,2025.0,40275.15,JVPD Scheme,Low Risk,
3060,JVPD Scheme,Jan-Mar,2026.0,40049.92,JVPD Scheme,Low Risk,
3061,JVPD Scheme,Apr-Jun,2026.0,40231.69,JVPD Scheme,Low Risk,
3062,JVPD Scheme,Jul-Sep,2026.0,40138.33,JVPD Scheme,Low Risk,
3063,JVPD Scheme,Oct-Dec,2026.0,39586.69,JVPD Scheme,Low Risk,
3064,JVPD Scheme,Jan-Mar,2027.0,37011.4,JVPD Scheme,Low Risk,
3065,JVPD Scheme,Apr-Jun,2027.0,37005.01,JVPD Scheme,Low Risk,
3066,JVPD Scheme,Jul-Sep,2027.0,36813.86,JVPD Scheme,Low Risk,
3067,JVPD Scheme,Oct-Dec,2027.0,37481.04,JVPD Scheme,Low Risk,
3068,JVPD Scheme,Jan-Mar,2028.0,37401.34,JVPD Scheme,Low Risk,
3069,JVPD Scheme,Apr-Jun,2028.0,37392.11,JVPD Scheme,Low Risk,
3070,JVPD Scheme,Jul-Sep,2028.0,37469.55,JVPD Scheme,Low Risk,
3071,JVPD Scheme,Oct-Dec,2028.0,37989.35,JVPD Scheme,Low Risk,
3072,JVPD Scheme,Jan-Mar,2029.0,39910.14,JVPD Scheme,Low Risk,
3073,JVPD Scheme,Apr-Jun,2029.0,40386.85,JVPD Scheme,Low Risk,
3074,JVPD Scheme,Jul-Sep,2029.0,40420.19,JVPD Scheme,Low Risk,
3075,JVPD Scheme,Oct-Dec,2029.0,40811.65,JVPD Scheme,Low Risk,
3076,JVPD Scheme,Jan-Mar,2030.0,41987.16,JVPD Scheme,Low Risk,
3077,JVPD Scheme,Apr-Jun,2030.0,42206.12,JVPD Scheme,Low Risk,
3078,JVPD Scheme,Jul-Sep,2030.0,41945.14,JVPD Scheme,Low Risk,
3079,JVPD Scheme,Oct-Dec,2030.0,41120.48,JVPD Scheme,Low Risk,
3080,Kalina,Jan-Mar,2024.0,22754.41,Kalina,Moderate Risk,
3081,Kalina,Apr-Jun,2024.0,22933.23,Kalina,Moderate Risk,
3082,Kalina,Jul-Sep,2024.0,23223.42,Kalina,Moderate Risk,
3083,Kalina,Oct-Dec,2024.0,22805.35,Kalina,Moderate Risk,
3084,Kalina,Jan-Mar,2025.0,23983.81333,Kalina,Moderate Risk,
3085,Kalina,Apr-Jun,2025.0,24238.58333,Kalina,Moderate Risk,
3086,Kalina,Jul-Sep,2025.0,23031.806,Kalina,Moderate Risk,
3087,Kalina,Oct-Dec,2025.0,22075.44867,Kalina,Moderate Risk,
3088,Kalina,Jan-Mar,2026.0,21753.82,Kalina,Moderate Risk,
3089,Kalina,Apr-Jun,2026.0,22148.03,Kalina,Moderate Risk,
3090,Kalina,Jul-Sep,2026.0,22599.18,Kalina,Moderate Risk,
3091,Kalina,Oct-Dec,2026.0,22617.15,Kalina,Moderate Risk,
3092,Kalina,Jan-Mar,2027.0,22329.0,Kalina,Moderate Risk,
3093,Kalina,Apr-Jun,2027.0,22122.06,Kalina,Moderate Risk,
3094,Kalina,Jul-Sep,2027.0,22336.26,Kalina,Moderate Risk,
3095,Kalina,Oct-Dec,2027.0,22426.69,Kalina,Moderate Risk,
3096,Kalina,Jan-Mar,2028.0,22847.66,Kalina,Moderate Risk,
3097,Kalina,Apr-Jun,2028.0,22442.25,Kalina,Moderate Risk,
3098,Kalina,Jul-Sep,2028.0,22486.79667,Kalina,Moderate Risk,
3099,Kalina,Oct-Dec,2028.0,22390.76667,Kalina,Moderate Risk,
3100,Kalina,Jan-Mar,2029.0,22378.37,Kalina,Moderate Risk,
3101,Kalina,Apr-Jun,2029.0,22184.31,Kalina,Moderate Risk,
3102,Kalina,Jul-Sep,2029.0,22455.42,Kalina,Moderate Risk,
3103,Kalina,Oct-Dec,2029.0,22416.81,Kalina,Moderate Risk,
3104,Kalina,Jan-Mar,2030.0,22754.41,Kalina,Moderate Risk,
3105,Kalina,Apr-Jun,2030.0,22933.23,Kalina,Moderate Risk,
3106,Kalina,Jul-Sep,2030.0,23223.42,Kalina,Moderate Risk,
3107,Kalina,Oct-Dec,2030.0,22805.35,Kalina,Moderate Risk,
3108,Kanchpada,Jan-Mar,2024.0,20316.46,Kanchpada,High Risk,
3109,Kanchpada,Apr-Jun,2024.0,20459.04,Kanchpada,High Risk,
3110,Kanchpada,Jul-Sep,2024.0,20472.8,Kanchpada,High Risk,
3111,Kanchpada,Oct-Dec,2024.0,21249.97,Kanchpada,High Risk,
3112,Kanchpada,Jan-Mar,2025.0,17349.66,Kanchpada,High Risk,
3113,Kanchpada,Apr-Jun,2025.0,17215.49,Kanchpada,High Risk,
3114,Kanchpada,Jul-Sep,2025.0,16841.32,Kanchpada,High Risk,
3115,Kanchpada,Oct-Dec,2025.0,16972.35,Kanchpada,High Risk,
3116,Kanchpada,Jan-Mar,2026.0,16920.11,Kanchpada,High Risk,
3117,Kanchpada,Apr-Jun,2026.0,16821.24,Kanchpada,High Risk,
3118,Kanchpada,Jul-Sep,2026.0,17077.52,Kanchpada,High Risk,
3119,Kanchpada,Oct-Dec,2026.0,17556.98,Kanchpada,High Risk,
3120,Kanchpada,Jan-Mar,2027.0,17774.51,Kanchpada,High Risk,
3121,Kanchpada,Apr-Jun,2027.0,17561.07,Kanchpada,High Risk,
3122,Kanchpada,Jul-Sep,2027.0,17540.72,Kanchpada,High Risk,
3123,Kanchpada,Oct-Dec,2027.0,17816.48,Kanchpada,High Risk,
3124,Kanchpada,Jan-Mar,2028.0,17982.41,Kanchpada,High Risk,
3125,Kanchpada,Apr-Jun,2028.0,17791.61,Kanchpada,High Risk,
3126,Kanchpada,Jul-Sep,2028.0,17820.91,Kanchpada,High Risk,
3127,Kanchpada,Oct-Dec,2028.0,17979.82,Kanchpada,High Risk,
3128,Kanchpada,Jan-Mar,2029.0,19442.66,Kanchpada,High Risk,
3129,Kanchpada,Apr-Jun,2029.0,19204.25,Kanchpada,High Risk,
3130,Kanchpada,Jul-Sep,2029.0,19369.7,Kanchpada,High Risk,
3131,Kanchpada,Oct-Dec,2029.0,20123.41,Kanchpada,High Risk,
3132,Kanchpada,Jan-Mar,2030.0,20316.46,Kanchpada,High Risk,
3133,Kanchpada,Apr-Jun,2030.0,20459.04,Kanchpada,High Risk,
3134,Kanchpada,Jul-Sep,2030.0,20472.8,Kanchpada,High Risk,
3135,Kanchpada,Oct-Dec,2030.0,21249.97,Kanchpada,High Risk,
3136,Kandivali,Jan-Mar,2024.0,17237.04,Kandivali,Moderate Risk,
3137,Kandivali,Apr-Jun,2024.0,17568.71,Kandivali,Moderate Risk,
3138,Kandivali,Jul-Sep,2024.0,17794.775,Kandivali,Moderate Risk,
3139,Kandivali,Oct-Dec,2024.0,17797.27,Kandivali,Moderate Risk,
3140,Kandivali,Jan-Mar,2025.0,18585.90667,Kandivali,Moderate Risk,
3141,Kandivali,Apr-Jun,2025.0,18886.67667,Kandivali,Moderate Risk,
3142,Kandivali,Jul-Sep,2025.0,18547.15583,Kandivali,Moderate Risk,
3143,Kandivali,Oct-Dec,2025.0,15611.66,Kandivali,Moderate Risk,
3144,Kandivali,Jan-Mar,2026.0,15670.3,Kandivali,Moderate Risk,
3145,Kandivali,Apr-Jun,2026.0,15883.3,Kandivali,Moderate Risk,
3146,Kandivali,Jul-Sep,2026.0,15814.16,Kandivali,Moderate Risk,
3147,Kandivali,Oct-Dec,2026.0,15803.53,Kandivali,Moderate Risk,
3148,Kandivali,Jan-Mar,2027.0,15724.03,Kandivali,Moderate Risk,
3149,Kandivali,Apr-Jun,2027.0,15780.48,Kandivali,Moderate Risk,
3150,Kandivali,Jul-Sep,2027.0,15815.61,Kandivali,Moderate Risk,
3151,Kandivali,Oct-Dec,2027.0,15933.71,Kandivali,Moderate Risk,
3152,Kandivali,Jan-Mar,2028.0,15798.07,Kandivali,Moderate Risk,
3153,Kandivali,Apr-Jun,2028.0,15897.98,Kandivali,Moderate Risk,
3154,Kandivali,Jul-Sep,2028.0,16091.21,Kandivali,Moderate Risk,
3155,Kandivali,Oct-Dec,2028.0,16332.6,Kandivali,Moderate Risk,
3156,Kandivali,Jan-Mar,2029.0,16448.06,Kandivali,Moderate Risk,
3157,Kandivali,Apr-Jun,2029.0,16554.89,Kandivali,Moderate Risk,
3158,Kandivali,Jul-Sep,2029.0,16810.75,Kandivali,Moderate Risk,
3159,Kandivali,Oct-Dec,2029.0,16905.87,Kandivali,Moderate Risk,
3160,Kandivali,Jan-Mar,2030.0,17237.04,Kandivali,Moderate Risk,
3161,Kandivali,Apr-Jun,2030.0,17568.71,Kandivali,Moderate Risk,
3162,Kandivali,Jul-Sep,2030.0,17794.775,Kandivali,Moderate Risk,
3163,Kandivali,Oct-Dec,2030.0,17797.27,Kandivali,Moderate Risk,
3164,Kandivali East,Jan-Mar,2024.0,17357.74,Kandivali East,Moderate Risk,
3165,Kandivali East,Apr-Jun,2024.0,17972.88,Kandivali East,Moderate Risk,
3166,Kandivali East,Jul-Sep,2024.0,18320.25,Kandivali East,Moderate Risk,
3167,Kandivali East,Oct-Dec,2024.0,18264.77,Kandivali East,Moderate Risk,
3168,Kandivali East,Jan-Mar,2025.0,19137.2,Kandivali East,Moderate Risk,
3169,Kandivali East,Apr-Jun,2025.0,19682.82,Kandivali East,Moderate Risk,
3170,Kandivali East,Jul-Sep,2025.0,19536.845,Kandivali East,Moderate Risk,
3171,Kandivali East,Oct-Dec,2025.0,15896.58,Kandivali East,Moderate Risk,
3172,Kandivali East,Jan-Mar,2026.0,15851.22,Kandivali East,Moderate Risk,
3173,Kandivali East,Apr-Jun,2026.0,16003.65,Kandivali East,Moderate Risk,
3174,Kandivali East,Jul-Sep,2026.0,15999.75,Kandivali East,Moderate Risk,
3175,Kandivali East,Oct-Dec,2026.0,15986.71,Kandivali East,Moderate Risk,
3176,Kandivali East,Jan-Mar,2027.0,15901.9,Kandivali East,Moderate Risk,
3177,Kandivali East,Apr-Jun,2027.0,15955.34,Kandivali East,Moderate Risk,
3178,Kandivali East,Jul-Sep,2027.0,15952.52,Kandivali East,Moderate Risk,
3179,Kandivali East,Oct-Dec,2027.0,16116.78,Kandivali East,Moderate Risk,
3180,Kandivali East,Jan-Mar,2028.0,16024.93,Kandivali East,Moderate Risk,
3181,Kandivali East,Apr-Jun,2028.0,16052.89,Kandivali East,Moderate Risk,
3182,Kandivali East,Jul-Sep,2028.0,16317.5,Kandivali East,Moderate Risk,
3183,Kandivali East,Oct-Dec,2028.0,16553.12,Kandivali East,Moderate Risk,
3184,Kandivali East,Jan-Mar,2029.0,16830.48,Kandivali East,Moderate Risk,
