location,quarter,year,predicted_price,Locality,Risk
Jogeshwari Vikhroli Link Road,Jul-Sep,2025,21964.28,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Oct-Dec,2025,21832.48,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jan-Mar,2026,20174.8,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Apr-Jun,2026,20482.12,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jul-Sep,2026,20808.47,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Oct-Dec,2026,20821.38,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jan-Mar,2027,18829.86,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Apr-Jun,2027,18975.98,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jul-Sep,2027,19098.61,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Oct-Dec,2027,19472.63,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jan-Mar,2028,20061.56,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Apr-Jun,2028,20480.66,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jul-Sep,2028,20569.44,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Oct-Dec,2028,20798.16,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jan-Mar,2029,20176.05,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Apr-Jun,2029,20705.89,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jul-Sep,2029,20748.15,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Oct-Dec,2029,20738.32,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jan-Mar,2030,21253.01,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Apr-Jun,2030,21664.42,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Jul-Sep,2030,22091.62,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari Vikhroli Link Road,Oct-Dec,2030,21906.93,Jogeshwari Vikhroli Link Road,Moderate
Jogeshwari West,Jan-Mar,2024,19803.73,Jogeshwari West,Moderate
Jogeshwari West,Apr-Jun,2024,19847.08,Jogeshwari West,Moderate
Jogeshwari West,Jul-Sep,2024,20175.19,Jogeshwari West,Moderate
Jogeshwari West,Oct-Dec,2024,20230.72,Jogeshwari West,Moderate
Jogeshwari West,Jan-Mar,2025,20576.7,Jogeshwari West,Moderate
Jogeshwari West,Apr-Jun,2025,20746.54,Jogeshwari West,Moderate
Jogeshwari West,Jul-Sep,2025,21215.53,Jogeshwari West,Moderate
Jogeshwari West,Oct-Dec,2025,21111.55,Jogeshwari West,Moderate
Jogeshwari West,Jan-Mar,2026,19333.08,Jogeshwari West,Moderate
Jogeshwari West,Apr-Jun,2026,19548.61,Jogeshwari West,Moderate
Jogeshwari West,Jul-Sep,2026,19824.11,Jogeshwari West,Moderate
Jogeshwari West,Oct-Dec,2026,19889.98,Jogeshwari West,Moderate
Jogeshwari West,Jan-Mar,2027,17441.61,Jogeshwari West,Moderate
Jogeshwari West,Apr-Jun,2027,17904.19,Jogeshwari West,Moderate
Jogeshwari West,Jul-Sep,2027,18051.58,Jogeshwari West,Moderate
Jogeshwari West,Oct-Dec,2027,18430.09,Jogeshwari West,Moderate
Jogeshwari West,Jan-Mar,2028,17458.38,Jogeshwari West,Moderate
Jogeshwari West,Apr-Jun,2028,17841.04,Jogeshwari West,Moderate
Jogeshwari West,Jul-Sep,2028,18136.51,Jogeshwari West,Moderate
Jogeshwari West,Oct-Dec,2028,18611.42,Jogeshwari West,Moderate
Jogeshwari West,Jan-Mar,2029,18703.44,Jogeshwari West,Moderate
Jogeshwari West,Apr-Jun,2029,18705.8,Jogeshwari West,Moderate
Jogeshwari West,Jul-Sep,2029,18787.14,Jogeshwari West,Moderate
Jogeshwari West,Oct-Dec,2029,18832.25,Jogeshwari West,Moderate
Jogeshwari West,Jan-Mar,2030,19803.73,Jogeshwari West,Moderate
Jogeshwari West,Apr-Jun,2030,19847.08,Jogeshwari West,Moderate
Jogeshwari West,Jul-Sep,2030,20175.19,Jogeshwari West,Moderate
Jogeshwari West,Oct-Dec,2030,20230.72,Jogeshwari West,Moderate
JP Road,Jan-Mar,2024,25380.84,JP Road,High
JP Road,Apr-Jun,2024,25400.84,JP Road,High
JP Road,Jul-Sep,2024,25492.11,JP Road,High
JP Road,Oct-Dec,2024,24941.42,JP Road,High
JP Road,Jan-Mar,2025,25888.32,JP Road,High
JP Road,Apr-Jun,2025,25890.39,JP Road,High
JP Road,Jul-Sep,2025,26115.86,JP Road,High
JP Road,Oct-Dec,2025,24408.3,JP Road,High
JP Road,Jan-Mar,2026,23820.03,JP Road,High
JP Road,Apr-Jun,2026,23857.29,JP Road,High
JP Road,Jul-Sep,2026,23916.77,JP Road,High
JP Road,Oct-Dec,2026,23892.02,JP Road,High
JP Road,Jan-Mar,2027,24036,JP Road,High
JP Road,Apr-Jun,2027,24114.26,JP Road,High
JP Road,Jul-Sep,2027,24122,JP Road,High
JP Road,Oct-Dec,2027,24216,JP Road,High
JP Road,Jan-Mar,2028,24464.26,JP Road,High
JP Road,Apr-Jun,2028,24545.78,JP Road,High
JP Road,Jul-Sep,2028,24612.02,JP Road,High
JP Road,Oct-Dec,2028,24509.02,JP Road,High
JP Road,Jan-Mar,2029,24837,JP Road,High
JP Road,Apr-Jun,2029,24880,JP Road,High
JP Road,Jul-Sep,2029,24981,JP Road,High
JP Road,Oct-Dec,2029,24948.1,JP Road,High
JP Road,Jan-Mar,2030,25380.84,JP Road,High
JP Road,Apr-Jun,2030,25400.84,JP Road,High
JP Road,Jul-Sep,2030,25492.11,JP Road,High
JP Road,Oct-Dec,2030,24941.42,JP Road,High
Juhu,Jan-Mar,2024,40705.64,Juhu,Low
Juhu,Apr-Jun,2024,41059.6,Juhu,Low
Juhu,Jul-Sep,2024,41634.74,Juhu,Low
Juhu,Oct-Dec,2024,41384.36,Juhu,Low
Juhu,Jan-Mar,2025,41951.87,Juhu,Low
Juhu,Apr-Jun,2025,42586.85,Juhu,Low
Juhu,Jul-Sep,2025,42584.69,Juhu,Low
Juhu,Oct-Dec,2025,42318.49,Juhu,Low
Juhu,Jan-Mar,2026,40791.6,Juhu,Low
Juhu,Apr-Jun,2026,41318.91,Juhu,Low
Juhu,Jul-Sep,2026,41566.45,Juhu,Low
Juhu,Oct-Dec,2026,41400.82,Juhu,Low
Juhu,Jan-Mar,2027,35354.68,Juhu,Low
Juhu,Apr-Jun,2027,36298.63,Juhu,Low
Juhu,Jul-Sep,2027,35640.63,Juhu,Low
Juhu,Oct-Dec,2027,36392.53,Juhu,Low
Juhu,Jan-Mar,2028,35846.33,Juhu,Low
Juhu,Apr-Jun,2028,36319.56,Juhu,Low
Juhu,Jul-Sep,2028,36472.09,Juhu,Low
Juhu,Oct-Dec,2028,37192.12,Juhu,Low
Juhu,Jan-Mar,2029,37971.51,Juhu,Low
Juhu,Apr-Jun,2029,38237.61,Juhu,Low
Juhu,Jul-Sep,2029,38189.88,Juhu,Low
Juhu,Oct-Dec,2029,38375.06,Juhu,Low
Juhu,Jan-Mar,2030,40705.64,Juhu,Low
Juhu,Apr-Jun,2030,41059.6,Juhu,Low
Juhu,Jul-Sep,2030,41634.74,Juhu,Low
Juhu,Oct-Dec,2030,41384.36,Juhu,Low
Juhu Scheme,Jan-Mar,2024,46368.56,Juhu Scheme,Low
Juhu Scheme,Apr-Jun,2024,46446.89,Juhu Scheme,Low
Juhu Scheme,Jul-Sep,2024,46069.875,Juhu Scheme,Low
Juhu Scheme,Oct-Dec,2024,45861.25,Juhu Scheme,Low
Juhu Scheme,Jan-Mar,2025,46637.365,Juhu Scheme,Low
Juhu Scheme,Apr-Jun,2025,46641.465,Juhu Scheme,Low
Juhu Scheme,Jul-Sep,2025,45169.97143,Juhu Scheme,Low
Juhu Scheme,Oct-Dec,2025,43699.07143,Juhu Scheme,Low
Juhu Scheme,Jan-Mar,2026,42858.9,Juhu Scheme,Low
Juhu Scheme,Apr-Jun,2026,43017,Juhu Scheme,Low
Juhu Scheme,Jul-Sep,2026,43000,Juhu Scheme,Low
Juhu Scheme,Oct-Dec,2026,43122,Juhu Scheme,Low
Juhu Scheme,Jan-Mar,2027,43168.01,Juhu Scheme,Low
Juhu Scheme,Apr-Jun,2027,43357.55,Juhu Scheme,Low
Juhu Scheme,Jul-Sep,2027,43661,Juhu Scheme,Low
Juhu Scheme,Oct-Dec,2027,43886,Juhu Scheme,Low
Juhu Scheme,Jan-Mar,2028,44419.6,Juhu Scheme,Low
Juhu Scheme,Apr-Jun,2028,44518.81,Juhu Scheme,Low
Juhu Scheme,Jul-Sep,2028,44515.5,Juhu Scheme,Low
Juhu Scheme,Oct-Dec,2028,44582,Juhu Scheme,Low
Juhu Scheme,Jan-Mar,2029,44912.6,Juhu Scheme,Low
Juhu Scheme,Apr-Jun,2029,45079.81,Juhu Scheme,Low
Juhu Scheme,Jul-Sep,2029,45398,Juhu Scheme,Low
Juhu Scheme,Oct-Dec,2029,45417,Juhu Scheme,Low
Juhu Scheme,Jan-Mar,2030,46368.56,Juhu Scheme,Low
Juhu Scheme,Apr-Jun,2030,46446.89,Juhu Scheme,Low
Juhu Scheme,Jul-Sep,2030,46069.875,Juhu Scheme,Low
Juhu Scheme,Oct-Dec,2030,45861.25,Juhu Scheme,Low
Juhu Tara Road,Jan-Mar,2024,25681.06,Juhu Tara Road,Low
Juhu Tara Road,Apr-Jun,2024,25436.37,Juhu Tara Road,Low
Juhu Tara Road,Jul-Sep,2024,25762.85,Juhu Tara Road,Low
Juhu Tara Road,Oct-Dec,2024,24981.2,Juhu Tara Road,Low
Juhu Tara Road,Jan-Mar,2025,28441.27567,Juhu Tara Road,Low
Juhu Tara Road,Apr-Jun,2025,28455.70567,Juhu Tara Road,Low
Juhu Tara Road,Jul-Sep,2025,29611.56051,Juhu Tara Road,Low
Juhu Tara Road,Oct-Dec,2025,31249.9875,Juhu Tara Road,Low
Juhu Tara Road,Jan-Mar,2026,32155.19,Juhu Tara Road,Low
Juhu Tara Road,Apr-Jun,2026,32133.72,Juhu Tara Road,Low
Juhu Tara Road,Jul-Sep,2026,33034.96643,Juhu Tara Road,Low
Juhu Tara Road,Oct-Dec,2026,32704.77,Juhu Tara Road,Low
Juhu Tara Road,Jan-Mar,2027,34792,Juhu Tara Road,Low
Juhu Tara Road,Apr-Jun,2027,35019.46,Juhu Tara Road,Low
Juhu Tara Road,Jul-Sep,2027,35477.46,Juhu Tara Road,Low
Juhu Tara Road,Oct-Dec,2027,35190,Juhu Tara Road,Low
Juhu Tara Road,Jan-Mar,2028,36844.7,Juhu Tara Road,Low
Juhu Tara Road,Apr-Jun,2028,36896.62,Juhu Tara Road,Low
Juhu Tara Road,Jul-Sep,2028,37252.98667,Juhu Tara Road,Low
Juhu Tara Road,Oct-Dec,2028,36510,Juhu Tara Road,Low
Juhu Tara Road,Jan-Mar,2029,36928.78,Juhu Tara Road,Low
Juhu Tara Road,Apr-Jun,2029,36199.69,Juhu Tara Road,Low
Juhu Tara Road,Jul-Sep,2029,35412.43,Juhu Tara Road,Low
Juhu Tara Road,Oct-Dec,2029,28527.88,Juhu Tara Road,Low
Juhu Tara Road,Jan-Mar,2030,25681.06,Juhu Tara Road,Low
Juhu Tara Road,Apr-Jun,2030,25436.37,Juhu Tara Road,Low
Juhu Tara Road,Jul-Sep,2030,25762.85,Juhu Tara Road,Low
Juhu Tara Road,Oct-Dec,2030,24981.2,Juhu Tara Road,Low
Juhu Versova Link Road,Jan-Mar,2024,26266.28,Juhu Versova Link Road,Low
Juhu Versova Link Road,Apr-Jun,2024,26486.15,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jul-Sep,2024,26793.9165,Juhu Versova Link Road,Low
Juhu Versova Link Road,Oct-Dec,2024,26493.805,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jan-Mar,2025,27527.4794,Juhu Versova Link Road,Low
Juhu Versova Link Road,Apr-Jun,2025,27622.66774,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jul-Sep,2025,26787.77138,Juhu Versova Link Road,Low
Juhu Versova Link Road,Oct-Dec,2025,26192.6025,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jan-Mar,2026,25825.89,Juhu Versova Link Road,Low
Juhu Versova Link Road,Apr-Jun,2026,25915.33,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jul-Sep,2026,25904.91833,Juhu Versova Link Road,Low
Juhu Versova Link Road,Oct-Dec,2026,25928.01,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jan-Mar,2027,26354,Juhu Versova Link Road,Low
Juhu Versova Link Road,Apr-Jun,2027,26467,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jul-Sep,2027,26638,Juhu Versova Link Road,Low
Juhu Versova Link Road,Oct-Dec,2027,26784,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jan-Mar,2028,27066.59,Juhu Versova Link Road,Low
Juhu Versova Link Road,Apr-Jun,2028,27084.47,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jul-Sep,2028,27268.02333,Juhu Versova Link Road,Low
Juhu Versova Link Road,Oct-Dec,2028,27323.12333,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jan-Mar,2029,27781.4,Juhu Versova Link Road,Low
Juhu Versova Link Road,Apr-Jun,2029,27951.34,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jul-Sep,2029,28582.9,Juhu Versova Link Road,Low
Juhu Versova Link Road,Oct-Dec,2029,28267.21,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jan-Mar,2030,26266.28,Juhu Versova Link Road,Low
Juhu Versova Link Road,Apr-Jun,2030,26486.15,Juhu Versova Link Road,Low
Juhu Versova Link Road,Jul-Sep,2030,26793.9165,Juhu Versova Link Road,Low
Juhu Versova Link Road,Oct-Dec,2030,26493.805,Juhu Versova Link Road,Low
JVPD Scheme,Jan-Mar,2024,41987.16,JVPD Scheme,Low
JVPD Scheme,Apr-Jun,2024,42206.12,JVPD Scheme,Low
JVPD Scheme,Jul-Sep,2024,41945.14,JVPD Scheme,Low
JVPD Scheme,Oct-Dec,2024,41120.48,JVPD Scheme,Low
JVPD Scheme,Jan-Mar,2025,42034.21,JVPD Scheme,Low
JVPD Scheme,Apr-Jun,2025,42341.83,JVPD Scheme,Low
JVPD Scheme,Jul-Sep,2025,41656.25,JVPD Scheme,Low
JVPD Scheme,Oct-Dec,2025,40275.15,JVPD Scheme,Low
JVPD Scheme,Jan-Mar,2026,40049.92,JVPD Scheme,Low
JVPD Scheme,Apr-Jun,2026,40231.69,JVPD Scheme,Low
JVPD Scheme,Jul-Sep,2026,40138.33,JVPD Scheme,Low
JVPD Scheme,Oct-Dec,2026,39586.69,JVPD Scheme,Low
JVPD Scheme,Jan-Mar,2027,37011.4,JVPD Scheme,Low
JVPD Scheme,Apr-Jun,2027,37005.01,JVPD Scheme,Low
JVPD Scheme,Jul-Sep,2027,36813.86,JVPD Scheme,Low
JVPD Scheme,Oct-Dec,2027,37481.04,JVPD Scheme,Low
JVPD Scheme,Jan-Mar,2028,37401.34,JVPD Scheme,Low
JVPD Scheme,Apr-Jun,2028,37392.11,JVPD Scheme,Low
JVPD Scheme,Jul-Sep,2028,37469.55,JVPD Scheme,Low
JVPD Scheme,Oct-Dec,2028,37989.35,JVPD Scheme,Low
JVPD Scheme,Jan-Mar,2029,39910.14,JVPD Scheme,Low
JVPD Scheme,Apr-Jun,2029,40386.85,JVPD Scheme,Low
JVPD Scheme,Jul-Sep,2029,40420.19,JVPD Scheme,Low
JVPD Scheme,Oct-Dec,2029,40811.65,JVPD Scheme,Low
JVPD Scheme,Jan-Mar,2030,41987.16,JVPD Scheme,Low
JVPD Scheme,Apr-Jun,2030,42206.12,JVPD Scheme,Low
JVPD Scheme,Jul-Sep,2030,41945.14,JVPD Scheme,Low
JVPD Scheme,Oct-Dec,2030,41120.48,JVPD Scheme,Low
Kalina,Jan-Mar,2024,22754.41,Kalina,Moderate
Kalina,Apr-Jun,2024,22933.23,Kalina,Moderate
Kalina,Jul-Sep,2024,23223.42,Kalina,Moderate
Kalina,Oct-Dec,2024,22805.35,Kalina,Moderate
Kalina,Jan-Mar,2025,23983.81333,Kalina,Moderate
Kalina,Apr-Jun,2025,24238.58333,Kalina,Moderate
Kalina,Jul-Sep,2025,23031.806,Kalina,Moderate
Kalina,Oct-Dec,2025,22075.44867,Kalina,Moderate
Kalina,Jan-Mar,2026,21753.82,Kalina,Moderate
Kalina,Apr-Jun,2026,22148.03,Kalina,Moderate
Kalina,Jul-Sep,2026,22599.18,Kalina,Moderate
Kalina,Oct-Dec,2026,22617.15,Kalina,Moderate
Kalina,Jan-Mar,2027,22329,Kalina,Moderate
Kalina,Apr-Jun,2027,22122.06,Kalina,Moderate
Kalina,Jul-Sep,2027,22336.26,Kalina,Moderate
Kalina,Oct-Dec,2027,22426.69,Kalina,Moderate
Kalina,Jan-Mar,2028,22847.66,Kalina,Moderate
Kalina,Apr-Jun,2028,22442.25,Kalina,Moderate
Kalina,Jul-Sep,2028,22486.79667,Kalina,Moderate
Kalina,Oct-Dec,2028,22390.76667,Kalina,Moderate
Kalina,Jan-Mar,2029,22378.37,Kalina,Moderate
Kalina,Apr-Jun,2029,22184.31,Kalina,Moderate
Kalina,Jul-Sep,2029,22455.42,Kalina,Moderate
Kalina,Oct-Dec,2029,22416.81,Kalina,Moderate
Kalina,Jan-Mar,2030,22754.41,Kalina,Moderate
Kalina,Apr-Jun,2030,22933.23,Kalina,Moderate
Kalina,Jul-Sep,2030,23223.42,Kalina,Moderate
Kalina,Oct-Dec,2030,22805.35,Kalina,Moderate
Kanchpada,Jan-Mar,2024,20316.46,Kanchpada,High
Kanchpada,Apr-Jun,2024,20459.04,Kanchpada,High
Kanchpada,Jul-Sep,2024,20472.8,Kanchpada,High
Kanchpada,Oct-Dec,2024,21249.97,Kanchpada,High
Kanchpada,Jan-Mar,2025,17349.66,Kanchpada,High
Kanchpada,Apr-Jun,2025,17215.49,Kanchpada,High
Kanchpada,Jul-Sep,2025,16841.32,Kanchpada,High
Kanchpada,Oct-Dec,2025,16972.35,Kanchpada,High
Kanchpada,Jan-Mar,2026,16920.11,Kanchpada,High
Kanchpada,Apr-Jun,2026,16821.24,Kanchpada,High
Kanchpada,Jul-Sep,2026,17077.52,Kanchpada,High
Kanchpada,Oct-Dec,2026,17556.98,Kanchpada,High
Kanchpada,Jan-Mar,2027,17774.51,Kanchpada,High
Kanchpada,Apr-Jun,2027,17561.07,Kanchpada,High
Kanchpada,Jul-Sep,2027,17540.72,Kanchpada,High
Kanchpada,Oct-Dec,2027,17816.48,Kanchpada,High
Kanchpada,Jan-Mar,2028,17982.41,Kanchpada,High
Kanchpada,Apr-Jun,2028,17791.61,Kanchpada,High
Kanchpada,Jul-Sep,2028,17820.91,Kanchpada,High
Kanchpada,Oct-Dec,2028,17979.82,Kanchpada,High
Kanchpada,Jan-Mar,2029,19442.66,Kanchpada,High
Kanchpada,Apr-Jun,2029,19204.25,Kanchpada,High
Kanchpada,Jul-Sep,2029,19369.7,Kanchpada,High
Kanchpada,Oct-Dec,2029,20123.41,Kanchpada,High
Kanchpada,Jan-Mar,2030,20316.46,Kanchpada,High
Kanchpada,Apr-Jun,2030,20459.04,Kanchpada,High
Kanchpada,Jul-Sep,2030,20472.8,Kanchpada,High
Kanchpada,Oct-Dec,2030,21249.97,Kanchpada,High
Kandivali,Jan-Mar,2024,17237.04,Kandivali,Moderate
Kandivali,Apr-Jun,2024,17568.71,Kandivali,Moderate
Kandivali,Jul-Sep,2024,17794.775,Kandivali,Moderate
Kandivali,Oct-Dec,2024,17797.27,Kandivali,Moderate
Kandivali,Jan-Mar,2025,18585.90667,Kandivali,Moderate
Kandivali,Apr-Jun,2025,18886.67667,Kandivali,Moderate
Kandivali,Jul-Sep,2025,18547.15583,Kandivali,Moderate
Kandivali,Oct-Dec,2025,15611.66,Kandivali,Moderate
Kandivali,Jan-Mar,2026,15670.3,Kandivali,Moderate
Kandivali,Apr-Jun,2026,15883.3,Kandivali,Moderate
Kandivali,Jul-Sep,2026,15814.16,Kandivali,Moderate
Kandivali,Oct-Dec,2026,15803.53,Kandivali,Moderate
Kandivali,Jan-Mar,2027,15724.03,Kandivali,Moderate
Kandivali,Apr-Jun,2027,15780.48,Kandivali,Moderate
Kandivali,Jul-Sep,2027,15815.61,Kandivali,Moderate
Kandivali,Oct-Dec,2027,15933.71,Kandivali,Moderate
Kandivali,Jan-Mar,2028,15798.07,Kandivali,Moderate
Kandivali,Apr-Jun,2028,15897.98,Kandivali,Moderate
Kandivali,Jul-Sep,2028,16091.21,Kandivali,Moderate
Kandivali,Oct-Dec,2028,16332.6,Kandivali,Moderate
Kandivali,Jan-Mar,2029,16448.06,Kandivali,Moderate
Kandivali,Apr-Jun,2029,16554.89,Kandivali,Moderate
Kandivali,Jul-Sep,2029,16810.75,Kandivali,Moderate
Kandivali,Oct-Dec,2029,16905.87,Kandivali,Moderate
Kandivali,Jan-Mar,2030,17237.04,Kandivali,Moderate
Kandivali,Apr-Jun,2030,17568.71,Kandivali,Moderate
Kandivali,Jul-Sep,2030,17794.775,Kandivali,Moderate
Kandivali,Oct-Dec,2030,17797.27,Kandivali,Moderate
Kandivali East,Jan-Mar,2024,17357.74,Kandivali East,Moderate
Kandivali East,Apr-Jun,2024,17972.88,Kandivali East,Moderate
Kandivali East,Jul-Sep,2024,18320.25,Kandivali East,Moderate
Kandivali East,Oct-Dec,2024,18264.77,Kandivali East,Moderate
Kandivali East,Jan-Mar,2025,19137.2,Kandivali East,Moderate
Kandivali East,Apr-Jun,2025,19682.82,Kandivali East,Moderate
Kandivali East,Jul-Sep,2025,19536.845,Kandivali East,Moderate
Kandivali East,Oct-Dec,2025,15896.58,Kandivali East,Moderate
Kandivali East,Jan-Mar,2026,15851.22,Kandivali East,Moderate
Kandivali East,Apr-Jun,2026,16003.65,Kandivali East,Moderate
Kandivali East,Jul-Sep,2026,15999.75,Kandivali East,Moderate
Kandivali East,Oct-Dec,2026,15986.71,Kandivali East,Moderate
Kandivali East,Jan-Mar,2027,15901.9,Kandivali East,Moderate
Kandivali East,Apr-Jun,2027,15955.34,Kandivali East,Moderate
Kandivali East,Jul-Sep,2027,15952.52,Kandivali East,Moderate
Kandivali East,Oct-Dec,2027,16116.78,Kandivali East,Moderate
Kandivali East,Jan-Mar,2028,16024.93,Kandivali East,Moderate
Kandivali East,Apr-Jun,2028,16052.89,Kandivali East,Moderate
Kandivali East,Jul-Sep,2028,16317.5,Kandivali East,Moderate
Kandivali East,Oct-Dec,2028,16553.12,Kandivali East,Moderate
Kandivali East,Jan-Mar,2029,16830.48,Kandivali East,Moderate
Kandivali East,Apr-Jun,2029,16949.9,Kandivali East,Moderate
Kandivali East,Jul-Sep,2029,17225.55,Kandivali East,Moderate
Kandivali East,Oct-Dec,2029,17212.43,Kandivali East,Moderate
Kandivali East,Jan-Mar,2030,17357.74,Kandivali East,Moderate
Kandivali East,Apr-Jun,2030,17972.88,Kandivali East,Moderate
Kandivali East,Jul-Sep,2030,18320.25,Kandivali East,Moderate
Kandivali East,Oct-Dec,2030,18264.77,Kandivali East,Moderate
Kandivali West,Jan-Mar,2024,17214.49,Kandivali West,Moderate
Kandivali West,Apr-Jun,2024,17734.42,Kandivali West,Moderate
Kandivali West,Jul-Sep,2024,17541.85,Kandivali West,Moderate
Kandivali West,Oct-Dec,2024,17629.42,Kandivali West,Moderate
Kandivali West,Jan-Mar,2025,18268.46,Kandivali West,Moderate
Kandivali West,Apr-Jun,2025,18681.23,Kandivali West,Moderate
Kandivali West,Jul-Sep,2025,16931.505,Kandivali West,Moderate
Kandivali West,Oct-Dec,2025,15372.62,Kandivali West,Moderate
Kandivali West,Jan-Mar,2026,15714,Kandivali West,Moderate
Kandivali West,Apr-Jun,2026,15793.36,Kandivali West,Moderate
Kandivali West,Jul-Sep,2026,15874.85,Kandivali West,Moderate
Kandivali West,Oct-Dec,2026,16031.68,Kandivali West,Moderate
Kandivali West,Jan-Mar,2027,15774.11,Kandivali West,Moderate
Kandivali West,Apr-Jun,2027,15805.64,Kandivali West,Moderate
Kandivali West,Jul-Sep,2027,15794.85,Kandivali West,Moderate
Kandivali West,Oct-Dec,2027,16074.2,Kandivali West,Moderate
Kandivali West,Jan-Mar,2028,15902.92,Kandivali West,Moderate
Kandivali West,Apr-Jun,2028,15967.25,Kandivali West,Moderate
Kandivali West,Jul-Sep,2028,16106.44,Kandivali West,Moderate
Kandivali West,Oct-Dec,2028,16272.22,Kandivali West,Moderate
Kandivali West,Jan-Mar,2029,16547.02,Kandivali West,Moderate
Kandivali West,Apr-Jun,2029,16676.15,Kandivali West,Moderate
Kandivali West,Jul-Sep,2029,17126.31,Kandivali West,Moderate
Kandivali West,Oct-Dec,2029,17172.42,Kandivali West,Moderate
Kandivali West,Jan-Mar,2030,17214.49,Kandivali West,Moderate
Kandivali West,Apr-Jun,2030,17734.42,Kandivali West,Moderate
Kandivali West,Jul-Sep,2030,17541.85,Kandivali West,Moderate
Kandivali West,Oct-Dec,2030,17629.42,Kandivali West,Moderate
Kanjurmarg,Jan-Mar,2024,17374.98,Kanjurmarg,Moderate
Kanjurmarg,Apr-Jun,2024,18293.85,Kanjurmarg,Moderate
Kanjurmarg,Jul-Sep,2024,18297.86,Kanjurmarg,Moderate
Kanjurmarg,Oct-Dec,2024,18367.54,Kanjurmarg,Moderate
Kanjurmarg,Jan-Mar,2025,18101,Kanjurmarg,Moderate
Kanjurmarg,Apr-Jun,2025,18456.73,Kanjurmarg,Moderate
Kanjurmarg,Jul-Sep,2025,15755.322,Kanjurmarg,Moderate
Kanjurmarg,Oct-Dec,2025,15232.51,Kanjurmarg,Moderate
Kanjurmarg,Jan-Mar,2026,15834.02,Kanjurmarg,Moderate
Kanjurmarg,Apr-Jun,2026,15875.03,Kanjurmarg,Moderate
Kanjurmarg,Jul-Sep,2026,16253.27,Kanjurmarg,Moderate
Kanjurmarg,Oct-Dec,2026,16439.44,Kanjurmarg,Moderate
Kanjurmarg,Jan-Mar,2027,16156.86,Kanjurmarg,Moderate
Kanjurmarg,Apr-Jun,2027,15998.65,Kanjurmarg,Moderate
Kanjurmarg,Jul-Sep,2027,16098.08,Kanjurmarg,Moderate
Kanjurmarg,Oct-Dec,2027,16298.4,Kanjurmarg,Moderate
Kanjurmarg,Jan-Mar,2028,16315.38,Kanjurmarg,Moderate
Kanjurmarg,Apr-Jun,2028,16380.48,Kanjurmarg,Moderate
Kanjurmarg,Jul-Sep,2028,17198.84,Kanjurmarg,Moderate
Kanjurmarg,Oct-Dec,2028,16876.31,Kanjurmarg,Moderate
Kanjurmarg,Jan-Mar,2029,16692.55,Kanjurmarg,Moderate
Kanjurmarg,Apr-Jun,2029,16828.35,Kanjurmarg,Moderate
Kanjurmarg,Jul-Sep,2029,17242.37,Kanjurmarg,Moderate
Kanjurmarg,Oct-Dec,2029,17140.51,Kanjurmarg,Moderate
Kanjurmarg,Jan-Mar,2030,17374.98,Kanjurmarg,Moderate
Kanjurmarg,Apr-Jun,2030,18293.85,Kanjurmarg,Moderate
